id xo_count_rqtl
AFC_60_15_A03 5
AFC_60_15_A04 6
AFC_60_15_A05 4
AFC_60_15_A06 4
AFC_60_15_A07 7
AFC_60_15_A08 7
AFC_60_15_A11 7
AFC_60_15_A12 6
AFC_60_15_B01 5
AFC_60_15_B02 6
AFC_60_15_B03 6
AFC_60_15_B04 2
AFC_60_15_B05 4
AFC_60_15_B06 6
AFC_60_15_B07 3
AFC_60_15_B08 7
AFC_60_15_B09 3
AFC_60_15_B10 4
AFC_60_15_B11 4
AFC_60_15_B12 6
AFC_60_15_C01 3
AFC_60_15_C03 6
AFC_60_15_C04 6
AFC_60_15_C05 4
AFC_60_15_C06 6
AFC_60_15_C07 4
AFC_60_15_C08 5
AFC_60_15_C09 4
AFC_60_15_C10 3
AFC_60_15_C11 4
AFC_60_15_C12 8
AFC_60_15_D01 5
AFC_60_15_D02 3
AFC_60_15_D03 4
AFC_60_15_D04 3
AFC_60_15_D05 6
AFC_60_15_D06 3
AFC_60_15_D07 2
AFC_60_15_D08 10
AFC_60_15_D09 6
AFC_60_15_D10 6
AFC_60_15_D11 5
AFC_60_15_D12 6
AFC_60_15_E01 5
AFC_60_15_E02 7
AFC_60_15_E03 4
AFC_60_15_E04 11
AFC_60_15_E05 8
AFC_60_15_E06 3
AFC_60_15_E07 6
AFC_60_15_E08 3
AFC_60_15_E09 4
AFC_60_15_E10 2
AFC_60_15_E11 1
AFC_60_15_E12 5
AFC_60_15_F01 3
AFC_60_15_F02 4
AFC_60_15_F03 5
AFC_60_15_F05 5
AFC_60_15_F06 6
AFC_60_15_F07 7
AFC_60_15_F08 7
AFC_60_15_F09 9
AFC_60_15_F10 1
AFC_60_15_F11 5
AFC_60_15_F12 9
AFC_60_15_G01 5
AFC_60_15_G02 8
AFC_60_15_G03 4
AFC_60_15_G04 4
AFC_60_15_G05 2
AFC_60_15_G06 5
AFC_60_15_G07 7
AFC_60_15_G08 7
AFC_60_15_G09 4
AFC_60_15_G10 5
AFC_60_15_G11 4
AFC_60_15_G12 3
AFC_60_15_H01 6
AFC_60_15_H02 11
AFC_60_15_H04 4
AFC_60_15_H05 7
AFC_60_15_H06 9
AFC_60_15_H07 5
AFC_60_15_H08 3
AFC_60_15_H09 3
AFC_60_15_H11 6
AFC_60_15_H12 8
AFC_60_16_A01 6
AFC_60_16_A03 8
AFC_60_16_A05 4
AFC_60_16_A06 4
AFC_60_16_A07 8
AFC_60_16_A08 4
AFC_60_16_A11 6
AFC_60_16_B01 3
AFC_60_16_B02 1
AFC_60_16_B03 5
AFC_60_16_B04 3
AFC_60_16_B05 3
AFC_60_16_B06 4
AFC_60_16_B07 5
AFC_60_16_B08 6
AFC_60_16_B09 9
AFC_60_16_B10 6
AFC_60_16_B11 1
AFC_60_16_C01 5
AFC_60_16_C02 6
AFC_60_16_C03 8
AFC_60_16_C04 3
AFC_60_16_C05 6
AFC_60_16_C07 7
AFC_60_16_C08 3
AFC_60_16_C09 3
AFC_60_16_C10 7
AFC_60_16_C11 2
AFC_60_16_C12 4
AFC_60_16_D01 4
AFC_60_16_D02 3
AFC_60_16_D03 4
AFC_60_16_D04 5
AFC_60_16_D05 2
AFC_60_16_D06 6
AFC_60_16_D07 7
AFC_60_16_D08 3
AFC_60_16_D09 4
AFC_60_16_D10 5
AFC_60_16_D11 3
AFC_60_16_D12 7
AFC_60_16_E01 2
AFC_60_16_E02 4
AFC_60_16_E03 4
AFC_60_16_E04 5
AFC_60_16_E05 3
AFC_60_16_E06 5
AFC_60_16_E07 5
AFC_60_16_E08 7
AFC_60_16_E09 4
AFC_60_16_E10 4
AFC_60_16_E11 4
AFC_60_16_E12 8
AFC_60_16_F01 6
AFC_60_16_F02 9
AFC_60_16_F03 8
AFC_60_16_F04 6
AFC_60_16_F05 3
AFC_60_16_F06 3
AFC_60_16_F07 7
AFC_60_16_F08 4
AFC_60_16_F09 8
AFC_60_16_F10 4
AFC_60_16_F11 4
AFC_60_16_F12 5
AFC_60_16_G01 6
AFC_60_16_G02 4
AFC_60_16_G03 4
AFC_60_16_G04 6
AFC_60_16_G05 7
AFC_60_16_G06 4
AFC_60_16_G07 5
AFC_60_16_G08 7
AFC_60_16_G09 6
AFC_60_16_G10 7
AFC_60_16_G11 4
AFC_60_16_G12 5
AFC_60_16_H01 2
AFC_60_16_H02 5
AFC_60_16_H03 5
AFC_60_16_H04 5
AFC_60_16_H05 6
AFC_60_16_H06 3
AFC_60_16_H08 5
AFC_60_16_H09 6
AFC_60_16_H10 6
AFC_60_16_H11 8
AFC_60_16_H12 3
AFC_60_17_A01 4
AFC_60_17_A02 7
AFC_60_17_A03 8
AFC_60_17_A04 6
AFC_60_17_A05 8
AFC_60_17_A06 7
AFC_60_17_A07 5
AFC_60_17_A08 4
AFC_60_17_A09 4
AFC_60_17_A10 2
AFC_60_17_A11 1
AFC_60_17_A12 4
AFC_60_17_B01 7
AFC_60_17_B02 6
AFC_60_17_B03 4
AFC_60_17_B04 3
AFC_60_17_B05 3
AFC_60_17_B06 6
AFC_60_17_B07 4
AFC_60_17_B09 6
AFC_60_17_B10 4
AFC_60_17_B11 4
AFC_60_17_B12 9
AFC_60_17_C01 5
AFC_60_17_C02 9
AFC_60_17_C03 3
AFC_60_17_C04 4
AFC_60_17_C05 4
AFC_60_17_C06 5
AFC_60_17_C07 3
AFC_60_17_C08 5
AFC_60_17_C09 5
AFC_60_17_C10 6
AFC_60_17_C11 5
AFC_60_17_C12 6
AFC_60_17_D01 8
AFC_60_17_D02 7
AFC_60_17_D03 2
AFC_60_17_D04 4
AFC_60_17_D05 4
AFC_60_17_D06 6
AFC_60_17_D07 4
AFC_60_17_D08 4
AFC_60_17_D09 5
AFC_60_17_D10 5
AFC_60_17_D11 8
AFC_60_17_D12 3
AFC_60_17_E01 5
AFC_60_17_E02 5
AFC_60_17_E03 3
AFC_60_17_E04 7
AFC_60_17_E05 5
AFC_60_17_E06 5
AFC_60_17_E07 4
AFC_60_17_E08 4
AFC_60_17_E09 4
AFC_60_17_E10 6
AFC_60_17_E11 5
AFC_60_17_E12 2
AFC_60_17_F01 5
AFC_60_17_F02 6
AFC_60_17_F03 5
AFC_60_17_F04 6
AFC_60_17_F05 8
AFC_60_17_F06 3
AFC_60_17_F07 5
AFC_60_17_F08 7
AFC_60_17_F09 4
AFC_60_17_F10 2
AFC_60_17_F11 6
AFC_60_17_F12 4
AFC_60_17_G01 9
AFC_60_17_G02 4
AFC_60_17_G03 2
AFC_60_17_G04 6
AFC_60_17_G05 4
AFC_60_17_G06 5
AFC_60_17_G07 8
AFC_60_17_G08 4
AFC_60_17_G09 5
AFC_60_17_G10 3
AFC_60_17_G11 6
AFC_60_17_G12 6
AFC_60_17_H01 4
AFC_60_17_H07 4
AFC_60_17_H08 7
AFC_60_18_A01 4
AFC_60_18_A02 7
AFC_60_18_A03 3
AFC_60_18_A04 3
AFC_60_18_A05 5
AFC_60_18_A06 5
AFC_60_18_A07 6
AFC_60_18_A08 6
AFC_60_18_A09 5
AFC_60_18_A10 5
AFC_60_18_A11 3
AFC_60_18_A12 7
AFC_60_18_B01 7
AFC_60_18_B02 4
AFC_60_18_B03 5
AFC_60_18_B04 2
AFC_60_18_B05 8
AFC_60_18_B06 4
AFC_60_18_B07 3
AFC_60_18_B08 8
AFC_60_18_B09 8
AFC_60_18_B10 5
AFC_60_18_B11 4
AFC_60_18_B12 6
AFC_60_18_C01 2
AFC_60_18_C02 2
AFC_60_18_C03 4
AFC_60_18_C04 5
AFC_60_18_C05 4
AFC_60_18_C06 5
AFC_60_18_C07 1
AFC_60_18_C08 1
AFC_60_18_C09 4
AFC_60_18_C10 4
AFC_60_18_C11 8
AFC_60_18_C12 11
AFC_60_18_D01 3
AFC_60_18_D02 4
AFC_60_18_D03 3
AFC_60_18_D04 3
AFC_60_18_D05 5
AFC_60_18_D06 2
AFC_60_18_D07 7
AFC_60_18_D08 4
AFC_60_18_D09 3
AFC_60_18_D10 4
AFC_60_18_D11 10
AFC_60_18_D12 7
AFC_60_18_E01 3
AFC_60_18_E02 3
AFC_60_18_E03 8
AFC_60_18_E04 5
AFC_60_18_E05 5
AFC_60_18_E06 3
AFC_60_18_E07 6
AFC_60_18_E08 6
AFC_60_18_E09 5
AFC_60_18_E10 4
AFC_60_18_E11 7
AFC_60_18_E12 7
AFC_60_18_F01 4
AFC_60_18_F02 5
AFC_60_18_F03 6
AFC_60_18_F04 6
AFC_60_18_F05 7
AFC_60_18_F06 4
AFC_60_18_F07 5
AFC_60_18_F08 6
AFC_60_18_F09 7
AFC_60_18_F11 4
AFC_60_18_F12 4
AFC_60_18_G02 3
AFC_60_18_G03 5
AFC_60_18_G04 6
AFC_60_18_G06 3
AFC_60_18_G07 3
AFC_60_18_G08 6
AFC_60_18_G09 6
AFC_60_18_G10 3
AFC_60_18_G11 4
AFC_60_20_A01 4
AFC_60_20_A02 6
AFC_60_20_A05 8
AFC_60_20_A06 6
AFC_60_20_A07 4
AFC_60_20_A08 3
AFC_60_20_A09 5
AFC_60_20_A10 3
AFC_60_20_A11 4
AFC_60_20_A12 4
AFC_60_20_B01 5
AFC_60_20_B02 7
AFC_60_20_B03 6
AFC_60_20_B04 5
AFC_60_20_B05 5
AFC_60_20_B06 2
AFC_60_20_B07 3
AFC_60_20_B08 2
AFC_60_20_B09 3
AFC_60_20_B10 3
AFC_60_20_B11 6
AFC_60_20_B12 5
AFC_60_20_C01 5
AFC_60_20_C02 5
AFC_60_20_C03 5
AFC_60_20_C04 4
AFC_60_20_C05 3
AFC_60_20_C06 6
AFC_60_20_C07 4
AFC_60_20_C08 4
AFC_60_20_C09 3
AFC_60_20_C10 3
AFC_60_20_C11 6
AFC_60_20_C12 4
AFC_60_20_D01 6
AFC_60_20_D02 6
AFC_60_20_D03 3
AFC_60_20_D04 8
AFC_60_20_D05 2
AFC_60_20_D06 6
AFC_60_20_D07 5
AFC_60_20_D08 5
AFC_60_20_D10 6
AFC_60_20_D11 4
AFC_60_20_D12 5
AFC_60_20_E01 7
AFC_60_20_E02 4
AFC_60_20_E03 6
AFC_60_20_E04 5
AFC_60_20_E05 5
AFC_60_20_E06 5
AFC_60_20_E07 4
AFC_60_20_E08 5
AFC_60_20_E09 3
AFC_60_20_E10 3
AFC_60_20_E11 7
AFC_60_20_E12 8
AFC_60_20_F01 5
AFC_60_20_F02 6
AFC_60_20_F04 6
AFC_60_20_F05 4
AFC_60_20_F06 6
AFC_60_20_F07 5
AFC_60_20_F08 4
AFC_60_20_F09 6
AFC_60_20_F10 3
AFC_60_20_F11 6
AFC_60_20_F12 5
AFC_60_20_G01 7
AFC_60_20_G02 6
AFC_60_20_G03 5
AFC_60_20_G04 1
AFC_60_20_G05 7
AFC_60_20_G06 6
AFC_60_20_G07 3
AFC_60_20_G08 3
AFC_60_20_G09 7
AFC_60_20_G10 4
AFC_60_20_G11 6
AFC_60_20_G12 2
AFC_60_20_H01 2
AFC_60_20_H02 5
AFC_60_20_H03 4
AFC_60_20_H04 5
AFC_60_20_H05 5
AFC_60_20_H06 3
AFC_60_20_H07 5
AFC_60_20_H08 2
AFC_60_20_H09 4
AFC_60_20_H10 6
AFC_60_20_H11 8
AFC_60_20_H12 5
