id xo_count_rqtl
MC_15_15_A01 3
MC_15_15_A03 6
MC_15_15_A04 3
MC_15_15_A05 1
MC_15_15_A06 5
MC_15_15_A07 2
MC_15_15_A08 7
MC_15_15_A10 5
MC_15_15_A11 6
MC_15_15_A12 3
MC_15_15_B01 5
MC_15_15_B02 5
MC_15_15_B03 4
MC_15_15_B04 1
MC_15_15_B06 5
MC_15_15_B07 1
MC_15_15_B08 6
MC_15_15_B09 7
MC_15_15_B10 6
MC_15_15_B11 7
MC_15_15_B12 3
MC_15_15_C01 3
MC_15_15_C02 3
MC_15_15_C03 4
MC_15_15_C04 7
MC_15_15_C05 6
MC_15_15_C06 4
MC_15_15_C07 7
MC_15_15_C08 6
MC_15_15_C09 2
MC_15_15_C10 5
MC_15_15_C11 5
MC_15_15_C12 5
MC_15_15_D01 5
MC_15_15_D02 2
MC_15_15_D03 7
MC_15_15_D04 3
MC_15_15_D05 5
MC_15_15_D06 4
MC_15_15_D07 6
MC_15_15_D08 6
MC_15_15_D09 8
MC_15_15_D10 7
MC_15_15_D11 3
MC_15_15_E01 5
MC_15_15_E02 4
MC_15_15_E03 7
MC_15_15_E04 5
MC_15_15_E05 3
MC_15_15_E06 8
MC_15_15_E07 4
MC_15_15_E08 3
MC_15_15_E09 5
MC_15_15_E10 5
MC_15_15_E11 5
MC_15_15_F01 4
MC_15_15_F02 4
MC_15_15_F03 4
MC_15_15_F04 4
MC_15_15_F05 4
MC_15_15_F06 3
MC_15_15_F07 3
MC_15_15_F08 7
MC_15_15_F09 5
MC_15_15_F10 4
MC_15_15_G01 4
MC_15_15_G02 5
MC_15_15_G03 4
MC_15_15_G04 6
MC_15_15_G05 4
MC_15_15_G06 4
MC_15_15_G07 5
MC_15_15_G08 8
MC_15_15_G09 4
MC_15_15_G10 6
MC_15_15_G11 5
MC_15_15_H08 2
MC_15_16_A02 8
MC_15_16_A08 5
MC_15_16_A09 3
MC_15_16_A10 5
MC_15_16_A11 3
MC_15_16_B02 1
MC_15_16_B03 3
MC_15_16_B04 4
MC_15_16_B05 4
MC_15_16_B07 6
MC_15_16_B08 3
MC_15_16_B09 3
MC_15_16_B10 3
MC_15_16_B11 4
MC_15_16_B12 2
MC_15_16_C01 7
MC_15_16_C02 6
MC_15_16_C03 4
MC_15_16_C04 5
MC_15_16_C05 5
MC_15_16_C06 6
MC_15_16_C07 4
MC_15_16_C08 5
MC_15_16_C09 4
MC_15_16_C11 4
MC_15_16_C12 3
MC_15_16_D01 5
MC_15_16_D02 6
MC_15_16_D03 3
MC_15_16_D04 8
MC_15_16_D05 4
MC_15_16_D06 6
MC_15_16_D07 6
MC_15_16_D08 4
MC_15_16_D09 8
MC_15_16_D10 4
MC_15_16_D12 8
MC_15_16_E01 8
MC_15_16_E03 7
MC_15_16_E04 1
MC_15_16_E06 3
MC_15_16_E07 4
MC_15_16_E08 4
MC_15_16_E09 6
MC_15_16_E10 1
MC_15_16_E11 3
MC_15_16_E12 1
MC_15_16_F02 4
MC_15_16_F03 3
MC_15_16_F05 6
MC_15_16_F06 4
MC_15_16_F07 6
MC_15_16_F08 4
MC_15_16_F09 3
MC_15_16_F10 4
MC_15_16_F11 6
MC_15_16_F12 3
MC_15_16_G02 6
MC_15_16_G03 4
MC_15_16_G04 2
MC_15_16_G05 5
MC_15_16_G06 4
MC_15_16_G07 5
MC_15_16_G08 5
MC_15_16_G09 5
MC_15_16_G10 3
MC_15_16_G11 3
MC_15_16_H08 7
MC_15_17_A02 4
MC_15_17_A03 2
MC_15_17_A04 3
MC_15_17_A05 3
MC_15_17_A06 3
MC_15_17_A07 8
MC_15_17_A08 4
MC_15_17_A09 7
MC_15_17_A12 4
MC_15_17_B01 6
MC_15_17_B02 5
MC_15_17_B03 1
MC_15_17_B04 4
MC_15_17_B05 4
MC_15_17_B06 3
MC_15_17_B07 7
MC_15_17_B08 5
MC_15_17_B09 7
MC_15_17_B10 4
MC_15_17_B11 7
MC_15_17_B12 1
MC_15_17_C01 7
MC_15_17_C02 5
MC_15_17_C03 5
MC_15_17_C04 3
MC_15_17_C05 4
MC_15_17_C07 7
MC_15_17_C08 6
MC_15_17_C09 7
MC_15_17_C10 7
MC_15_17_C11 6
MC_15_17_C12 6
MC_15_17_D01 4
MC_15_17_D02 5
MC_15_17_D03 4
MC_15_17_D04 2
MC_15_17_D05 4
MC_15_17_D07 8
MC_15_17_D08 7
MC_15_17_D09 9
MC_15_17_D10 7
MC_15_17_D11 6
MC_15_17_D12 3
MC_15_17_E01 4
MC_15_17_E02 4
MC_15_17_E03 5
MC_15_17_E04 5
MC_15_17_E05 4
MC_15_17_E06 4
MC_15_17_E07 6
MC_15_17_E08 4
MC_15_17_E09 6
MC_15_17_E10 6
MC_15_17_E11 8
MC_15_17_E12 4
MC_15_17_F01 8
MC_15_17_F02 1
MC_15_17_F03 4
MC_15_17_F04 5
MC_15_17_F05 3
MC_15_17_F06 5
MC_15_17_F07 5
MC_15_17_F08 7
MC_15_17_F09 6
MC_15_17_F10 8
MC_15_17_F11 6
MC_15_17_F12 3
MC_15_17_G01 3
MC_15_17_G02 5
MC_15_17_G03 4
MC_15_17_G05 2
MC_15_17_G06 4
MC_15_17_G07 4
MC_15_17_G09 3
MC_15_17_G10 0
MC_15_17_G11 7
MC_15_17_G12 6
MC_15_17_H01 2
MC_15_17_H02 4
MC_15_17_H03 6
MC_15_17_H05 9
MC_15_17_H06 9
MC_15_17_H07 2
MC_15_17_H08 6
MC_15_17_H09 6
MC_15_17_H10 7
MC_15_18_A01 2
MC_15_18_A03 7
MC_15_18_A04 3
MC_15_18_A05 11
MC_15_18_A06 4
MC_15_18_A07 5
MC_15_18_A10 2
MC_15_18_B01 5
MC_15_18_B02 4
MC_15_18_B03 4
MC_15_18_B04 3
MC_15_18_B05 7
MC_15_18_B06 4
MC_15_18_B07 6
MC_15_18_B09 7
MC_15_18_B11 2
MC_15_18_B12 4
MC_15_18_C01 2
MC_15_18_C02 3
MC_15_18_C03 2
MC_15_18_C04 2
MC_15_18_C05 6
MC_15_18_C06 3
MC_15_18_C07 6
MC_15_18_C08 3
MC_15_18_C10 5
MC_15_18_C12 5
MC_15_18_D01 3
MC_15_18_D02 1
MC_15_18_D03 4
MC_15_18_D04 5
MC_15_18_D05 5
MC_15_18_D06 2
MC_15_18_D07 5
MC_15_18_D08 4
MC_15_18_D10 3
MC_15_18_D11 6
MC_15_18_D12 7
MC_15_18_E01 3
MC_15_18_E02 4
MC_15_18_E03 8
MC_15_18_E05 6
MC_15_18_E06 4
MC_15_18_E08 5
MC_15_18_E10 5
MC_15_18_E11 4
MC_15_18_E12 7
MC_15_18_F01 7
MC_15_18_F03 3
MC_15_18_F04 5
MC_15_18_F05 4
MC_15_18_F06 4
MC_15_18_F09 5
MC_15_18_F10 7
MC_15_18_F11 2
MC_15_18_F12 6
MC_15_18_G01 2
MC_15_18_G02 3
MC_15_18_G03 3
MC_15_18_G04 3
MC_15_18_G05 4
MC_15_18_G06 5
MC_15_18_G07 6
MC_15_18_G08 6
MC_15_18_G09 8
MC_15_18_G11 6
MC_15_18_G12 6
MC_15_18_H01 5
MC_15_18_H02 7
MC_15_18_H03 3
MC_15_18_H07 4
MC_15_18_H08 6
MC_15_18_H09 2
MC_15_19_A03 8
MC_15_19_A04 3
MC_15_19_A05 2
MC_15_19_A09 1
MC_15_19_A10 2
MC_15_19_B02 6
MC_15_19_B04 1
MC_15_19_B05 3
MC_15_19_B06 6
MC_15_19_B07 5
MC_15_19_B08 3
MC_15_19_B09 8
MC_15_19_B10 5
MC_15_19_B11 7
MC_15_19_B12 5
MC_15_19_C02 3
MC_15_19_C03 2
MC_15_19_C04 2
MC_15_19_C05 5
MC_15_19_C07 6
MC_15_19_C11 5
MC_15_19_C12 4
MC_15_19_D01 3
MC_15_19_D02 1
MC_15_19_D03 2
MC_15_19_D04 4
MC_15_19_D05 5
MC_15_19_D06 4
MC_15_19_D07 6
MC_15_19_D08 1
MC_15_19_D09 4
MC_15_19_D10 4
MC_15_19_D11 3
MC_15_19_E02 3
MC_15_19_E03 3
MC_15_19_E04 3
MC_15_19_E05 4
MC_15_19_E06 3
MC_15_19_E07 1
MC_15_19_E08 4
MC_15_19_E09 7
MC_15_19_E10 4
MC_15_19_E11 8
MC_15_19_E12 6
MC_15_19_F01 7
MC_15_19_F02 5
MC_15_19_F03 3
MC_15_19_F04 5
MC_15_19_F05 6
MC_15_19_F06 7
MC_15_19_F07 4
MC_15_19_F08 5
MC_15_19_F09 2
MC_15_19_F10 7
MC_15_19_F11 6
MC_15_19_F12 5
MC_15_19_G02 6
MC_15_19_G03 1
MC_15_19_G04 1
MC_15_19_G05 3
MC_15_19_G06 5
MC_15_19_G07 3
MC_15_19_G08 5
MC_15_19_G09 6
MC_15_19_G10 4
MC_15_19_G12 4
MC_15_19_H07 3
MC_15_19_H08 5
MC_15_19_H09 8
MC_15_19_H10 3
MC_15_19_H11 3
MC_15_20_A01 4
MC_15_20_A02 4
MC_15_20_A04 6
MC_15_20_A05 8
MC_15_20_A06 1
MC_15_20_A07 5
MC_15_20_A08 4
MC_15_20_A09 5
MC_15_20_A10 2
MC_15_20_A11 6
MC_15_20_A12 6
MC_15_20_B01 6
MC_15_20_B02 2
MC_15_20_B03 5
MC_15_20_B05 4
MC_15_20_B06 4
MC_15_20_B07 3
MC_15_20_B08 4
MC_15_20_B09 6
MC_15_20_B10 4
MC_15_20_B11 4
MC_15_20_B12 6
MC_15_20_C01 5
MC_15_20_C02 4
MC_15_20_C03 5
MC_15_20_C04 5
MC_15_20_C06 6
MC_15_20_C07 6
MC_15_20_C08 6
MC_15_20_C09 5
MC_15_20_C10 5
MC_15_20_C11 6
MC_15_20_C12 3
MC_15_20_D01 5
MC_15_20_D03 3
MC_15_20_D04 4
MC_15_20_D06 4
MC_15_20_D07 2
MC_15_20_D08 2
MC_15_20_D09 3
MC_15_20_D10 5
MC_15_20_D11 7
MC_15_20_D12 6
MC_15_20_E01 4
MC_15_20_E02 2
MC_15_20_E03 6
MC_15_20_E04 6
MC_15_20_E05 3
MC_15_20_E06 2
MC_15_20_E07 5
MC_15_20_E08 6
MC_15_20_E09 6
MC_15_20_E10 4
MC_15_20_E11 2
MC_15_20_E12 3
MC_15_20_F01 7
MC_15_20_F02 2
MC_15_20_F03 4
MC_15_20_F04 5
MC_15_20_F05 5
MC_15_20_F06 5
MC_15_20_F08 4
MC_15_20_F09 3
MC_15_20_F10 5
MC_15_20_F11 4
MC_15_20_F12 9
MC_15_20_G01 5
MC_15_20_G02 6
MC_15_20_G03 4
MC_15_20_G04 1
MC_15_20_G05 3
MC_15_20_G06 3
MC_15_20_G07 6
MC_15_20_G08 6
MC_15_20_G10 3
MC_15_20_G11 6
MC_15_20_G12 5
MC_15_20_H01 5
MC_15_20_H02 5
MC_15_20_H04 3
MC_15_20_H06 7
MC_15_20_H08 3
