id xo_count_rqtl
MC_20_15_B01 4
MC_20_15_B02 3
MC_20_15_B03 3
MC_20_15_B04 7
MC_20_15_B06 11
MC_20_15_B09 6
MC_20_15_B10 5
MC_20_15_B11 6
MC_20_15_C01 10
MC_20_15_C02 5
MC_20_15_C03 6
MC_20_15_C04 5
MC_20_15_C05 8
MC_20_15_C06 5
MC_20_15_C07 4
MC_20_15_C08 7
MC_20_15_C09 4
MC_20_15_C10 8
MC_20_15_C11 4
MC_20_15_C12 3
MC_20_15_D02 5
MC_20_15_D03 8
MC_20_15_D04 7
MC_20_15_D05 5
MC_20_15_D06 7
MC_20_15_D07 7
MC_20_15_D09 6
MC_20_15_D10 6
MC_20_15_D11 6
MC_20_15_D12 4
MC_20_15_E01 5
MC_20_15_E02 7
MC_20_15_E03 2
MC_20_15_E05 2
MC_20_15_E06 6
MC_20_15_E07 4
MC_20_15_E09 4
MC_20_15_E10 4
MC_20_15_E11 5
MC_20_15_E12 6
MC_20_15_F01 4
MC_20_15_F02 2
MC_20_15_F03 6
MC_20_15_F04 7
MC_20_15_F05 6
MC_20_15_F06 6
MC_20_15_F07 7
MC_20_15_F09 10
MC_20_15_F10 5
MC_20_15_F11 8
MC_20_15_F12 6
MC_20_15_G01 8
MC_20_15_G02 6
MC_20_15_G04 6
MC_20_15_G05 7
MC_20_15_G07 6
MC_20_15_G08 5
MC_20_15_G09 5
MC_20_15_G10 3
MC_20_15_G11 5
MC_20_15_G12 7
MC_20_15_H01 3
MC_20_15_H02 6
MC_20_15_H04 3
MC_20_15_H05 5
MC_20_15_H06 4
MC_20_15_H07 4
MC_20_15_H08 4
MC_20_15_H10 4
MC_20_15_H11 6
MC_20_15_H12 5
MC_20_16_A01 5
MC_20_16_A02 3
MC_20_16_A03 4
MC_20_16_A04 7
MC_20_16_A05 5
MC_20_16_A10 3
MC_20_16_A11 4
MC_20_16_A12 6
MC_20_16_B01 4
MC_20_16_B02 3
MC_20_16_B03 6
MC_20_16_B04 5
MC_20_16_B05 4
MC_20_16_B06 1
MC_20_16_B07 6
MC_20_16_B08 1
MC_20_16_B09 1
MC_20_16_B10 4
MC_20_16_B11 8
MC_20_16_B12 3
MC_20_16_C01 6
MC_20_16_C03 1
MC_20_16_C04 2
MC_20_16_C05 2
MC_20_16_C06 3
MC_20_16_C07 3
MC_20_16_C08 3
MC_20_16_C09 6
MC_20_16_C10 2
MC_20_16_C11 9
MC_20_16_C12 6
MC_20_16_D02 4
MC_20_16_D03 3
MC_20_16_D04 4
MC_20_16_D06 8
MC_20_16_D07 5
MC_20_16_D11 5
MC_20_16_D12 5
MC_20_16_E01 3
MC_20_16_E03 8
MC_20_16_E04 3
MC_20_16_E05 8
MC_20_16_E06 6
MC_20_16_E07 3
MC_20_16_E08 4
MC_20_16_E09 4
MC_20_16_E10 6
MC_20_16_E11 3
MC_20_16_E12 9
MC_20_16_F01 4
MC_20_16_F02 5
MC_20_16_F04 2
MC_20_16_F05 3
MC_20_16_F06 5
MC_20_16_F07 8
MC_20_16_F08 4
MC_20_16_F09 4
MC_20_16_F10 6
MC_20_16_F11 8
MC_20_16_F12 4
MC_20_16_G01 4
MC_20_16_G02 7
MC_20_16_G03 3
MC_20_16_G04 4
MC_20_16_G05 6
MC_20_16_G06 4
MC_20_16_G07 1
MC_20_16_G08 4
MC_20_16_G09 5
MC_20_16_G12 5
MC_20_16_H01 9
MC_20_16_H02 3
MC_20_16_H03 5
MC_20_16_H04 10
MC_20_16_H05 4
MC_20_16_H06 2
MC_20_16_H07 3
MC_20_16_H08 5
MC_20_16_H09 6
MC_20_16_H10 8
MC_20_16_H11 4
MC_20_16_H12 5
MC_20_17_A04 2
MC_20_17_A05 3
MC_20_17_A06 6
MC_20_17_A07 12
MC_20_17_A12 4
MC_20_17_B03 5
MC_20_17_B04 14
MC_20_17_B05 8
MC_20_17_B06 4
MC_20_17_B07 5
MC_20_17_B08 3
MC_20_17_B09 2
MC_20_17_B10 5
MC_20_17_B11 4
MC_20_17_B12 4
MC_20_17_C02 3
MC_20_17_C03 5
MC_20_17_C04 5
MC_20_17_C05 5
MC_20_17_C06 4
MC_20_17_C07 5
MC_20_17_C08 6
MC_20_17_C09 3
MC_20_17_C10 4
MC_20_17_C11 4
MC_20_17_C12 3
MC_20_17_D01 4
MC_20_17_D02 2
MC_20_17_D03 3
MC_20_17_D04 6
MC_20_17_D05 2
MC_20_17_D06 4
MC_20_17_D07 5
MC_20_17_D08 5
MC_20_17_D10 2
MC_20_17_D11 3
MC_20_17_D12 1
MC_20_17_E01 5
MC_20_17_E02 3
MC_20_17_E03 4
MC_20_17_E04 7
MC_20_17_E05 2
MC_20_17_E06 3
MC_20_17_E07 3
MC_20_17_E08 5
MC_20_17_E09 4
MC_20_17_E10 2
MC_20_17_E11 5
MC_20_17_E12 2
MC_20_17_F01 3
MC_20_17_F02 3
MC_20_17_F03 5
MC_20_17_F04 6
MC_20_17_F05 3
MC_20_17_F06 3
MC_20_17_F07 6
MC_20_17_F08 5
MC_20_17_F09 8
MC_20_17_F10 4
MC_20_17_F11 4
MC_20_17_F12 3
MC_20_17_G02 6
MC_20_17_G03 5
MC_20_17_G04 7
MC_20_17_G05 4
MC_20_17_G06 4
MC_20_17_G07 6
MC_20_17_G08 6
MC_20_17_G09 4
MC_20_17_G10 4
MC_20_17_G11 5
MC_20_17_G12 4
MC_20_17_H01 4
MC_20_17_H02 5
MC_20_17_H04 4
MC_20_17_H05 6
MC_20_17_H06 5
MC_20_17_H07 2
MC_20_17_H08 3
MC_20_17_H09 4
MC_20_17_H10 6
MC_20_17_H11 4
MC_20_17_H12 4
MC_20_18_A01 3
MC_20_18_A02 5
MC_20_18_A03 5
MC_20_18_A04 7
MC_20_18_A05 6
MC_20_18_A06 3
MC_20_18_A07 1
MC_20_18_A08 4
MC_20_18_A09 3
MC_20_18_A10 3
MC_20_18_A11 5
MC_20_18_B02 3
MC_20_18_B03 3
MC_20_18_B04 8
MC_20_18_B05 5
MC_20_18_B06 3
MC_20_18_B07 6
MC_20_18_B08 8
MC_20_18_B09 4
MC_20_18_B10 9
MC_20_18_B11 4
MC_20_18_B12 2
MC_20_18_C01 7
MC_20_18_C02 5
MC_20_18_C03 4
MC_20_18_C04 8
MC_20_18_C06 4
MC_20_18_C07 4
MC_20_18_C08 4
MC_20_18_C09 2
MC_20_18_C10 5
MC_20_18_C11 9
MC_20_18_C12 8
MC_20_18_D01 3
MC_20_18_D02 6
MC_20_18_D03 2
MC_20_18_D04 6
MC_20_18_D05 3
MC_20_18_D06 6
MC_20_18_D07 6
MC_20_18_D08 1
MC_20_18_D09 5
MC_20_18_D10 6
MC_20_18_D11 6
MC_20_18_D12 5
MC_20_18_E02 6
MC_20_18_E03 4
MC_20_18_E04 4
MC_20_18_E06 4
MC_20_18_E07 2
MC_20_18_E08 3
MC_20_18_E09 2
MC_20_18_E10 3
MC_20_18_E11 4
MC_20_18_F01 3
MC_20_18_F02 5
MC_20_18_F04 3
MC_20_18_F05 4
MC_20_18_F06 6
MC_20_18_F07 7
MC_20_18_F08 3
MC_20_18_F09 5
MC_20_18_F10 4
MC_20_18_F11 3
MC_20_18_G01 4
MC_20_18_G02 4
MC_20_18_G03 2
MC_20_18_G04 2
MC_20_18_G05 2
MC_20_18_G06 3
MC_20_18_G07 4
MC_20_18_G08 5
MC_20_18_G09 6
MC_20_18_G10 4
MC_20_18_G11 3
MC_20_18_H02 2
MC_20_18_H04 4
MC_20_19_A01 7
MC_20_19_A03 9
MC_20_19_A04 5
MC_20_19_A05 5
MC_20_19_A06 2
MC_20_19_A07 1
MC_20_19_A08 3
MC_20_19_A09 8
MC_20_19_A10 3
MC_20_19_A11 6
MC_20_19_A12 3
MC_20_19_B01 5
MC_20_19_B02 3
MC_20_19_B03 2
MC_20_19_B04 4
MC_20_19_B05 5
MC_20_19_B06 6
MC_20_19_B07 4
MC_20_19_B08 5
MC_20_19_B09 6
MC_20_19_B10 1
MC_20_19_B11 6
MC_20_19_B12 4
MC_20_19_C01 6
MC_20_19_C02 2
MC_20_19_C03 4
MC_20_19_C04 6
MC_20_19_C05 3
MC_20_19_C06 7
