id xo_count_rqtl
AFC_47_15_A05 3
AFC_47_15_A06 9
AFC_47_15_A07 7
AFC_47_15_A08 5
AFC_47_15_A09 8
AFC_47_15_A10 3
AFC_47_15_A12 4
AFC_47_15_B02 4
AFC_47_15_B03 4
AFC_47_15_B04 4
AFC_47_15_B05 6
AFC_47_15_B06 5
AFC_47_15_B07 5
AFC_47_15_B08 3
AFC_47_15_B09 6
AFC_47_15_B10 9
AFC_47_15_B11 6
AFC_47_15_B12 4
AFC_47_15_C01 2
AFC_47_15_C02 7
AFC_47_15_C03 5
AFC_47_15_C04 4
AFC_47_15_C05 11
AFC_47_15_C06 4
AFC_47_15_C07 5
AFC_47_15_C08 7
AFC_47_15_C09 6
AFC_47_15_C10 5
AFC_47_15_C11 5
AFC_47_15_C12 6
AFC_47_15_D01 6
AFC_47_15_D02 4
AFC_47_15_D03 6
AFC_47_15_D04 8
AFC_47_15_D05 7
AFC_47_15_D07 6
AFC_47_15_D08 5
AFC_47_15_D09 5
AFC_47_15_D10 4
AFC_47_15_D11 4
AFC_47_15_D12 7
AFC_47_15_E01 8
AFC_47_15_E02 5
AFC_47_15_E03 4
AFC_47_15_E04 5
AFC_47_15_E05 6
AFC_47_15_E06 5
AFC_47_15_E07 3
AFC_47_15_E08 6
AFC_47_15_E09 4
AFC_47_15_E10 0
AFC_47_15_E11 9
AFC_47_15_E12 6
AFC_47_15_F01 6
AFC_47_15_F02 5
AFC_47_15_F03 7
AFC_47_15_F04 4
AFC_47_15_F05 9
AFC_47_15_F06 7
AFC_47_15_F07 3
AFC_47_15_F08 5
AFC_47_15_F09 7
AFC_47_15_F10 4
AFC_47_15_F11 7
AFC_47_15_F12 4
AFC_47_15_G01 2
AFC_47_15_G02 5
AFC_47_15_G03 5
AFC_47_15_G04 7
AFC_47_15_G05 6
AFC_47_15_G06 3
AFC_47_15_G07 5
AFC_47_15_G08 7
AFC_47_15_G09 7
AFC_47_15_G10 4
AFC_47_15_G11 8
AFC_47_15_G12 5
AFC_47_15_H01 5
AFC_47_15_H03 6
AFC_47_15_H05 5
AFC_47_15_H06 5
AFC_47_15_H07 2
AFC_47_15_H08 2
AFC_47_15_H09 8
AFC_47_15_H10 7
AFC_47_15_H11 4
AFC_47_15_H12 5
AFC_47_16_A07 9
AFC_47_16_B02 10
AFC_47_16_B03 7
AFC_47_16_B04 4
AFC_47_16_B06 4
AFC_47_16_B07 4
AFC_47_16_B08 4
AFC_47_16_B09 2
AFC_47_16_B10 5
AFC_47_16_B11 6
AFC_47_16_C01 6
AFC_47_16_C03 3
AFC_47_16_C04 8
AFC_47_16_C05 2
AFC_47_16_C06 5
AFC_47_16_C07 5
AFC_47_16_C08 4
AFC_47_16_C09 8
AFC_47_16_C10 2
AFC_47_16_C11 8
AFC_47_16_C12 3
AFC_47_16_D01 3
AFC_47_16_D02 4
AFC_47_16_D03 2
AFC_47_16_D04 3
AFC_47_16_D05 8
AFC_47_16_D06 6
AFC_47_16_D07 6
AFC_47_16_D08 6
AFC_47_16_D09 5
AFC_47_16_D10 5
AFC_47_16_D11 5
AFC_47_16_D12 6
AFC_47_16_E01 5
