id xo_count_rqtl
MC_14_15_A01 6
MC_14_15_A05 5
MC_14_15_A07 5
MC_14_15_A08 4
MC_14_15_A09 4
MC_14_15_A12 13
MC_14_15_B01 3
MC_14_15_B04 4
MC_14_15_B06 5
MC_14_15_B07 4
MC_14_15_B08 4
MC_14_15_B09 5
MC_14_15_B10 5
MC_14_15_B12 4
MC_14_15_C01 4
MC_14_15_C02 4
MC_14_15_C04 2
MC_14_15_C05 2
MC_14_15_C06 5
MC_14_15_C07 7
MC_14_15_C08 1
MC_14_15_C09 5
MC_14_15_C11 1
MC_14_15_C12 4
MC_14_15_D01 5
MC_14_15_D02 3
MC_14_15_D04 7
MC_14_15_D05 3
MC_14_15_D06 6
MC_14_15_D07 2
MC_14_15_D09 5
MC_14_15_D10 5
MC_14_15_D11 3
MC_14_15_E01 5
MC_14_15_E02 5
MC_14_15_E03 6
MC_14_15_E04 3
MC_14_15_E05 7
MC_14_15_E06 3
MC_14_15_E07 2
MC_14_15_E08 5
MC_14_15_E09 5
MC_14_15_E10 2
MC_14_15_E11 6
MC_14_15_F01 5
MC_14_15_F03 3
MC_14_15_F05 6
MC_14_15_F06 5
MC_14_15_F07 6
MC_14_15_F08 4
MC_14_15_F09 6
MC_14_15_F10 7
MC_14_15_F12 2
MC_14_15_G01 3
MC_14_15_G02 5
MC_14_15_G03 2
MC_14_15_G04 4
MC_14_15_G05 2
MC_14_15_G06 3
MC_14_15_G07 3
MC_14_15_G08 1
MC_14_15_G09 8
MC_14_15_G11 6
MC_14_15_G12 5
MC_14_15_H01 4
MC_14_15_H02 6
MC_14_15_H03 3
MC_14_15_H04 2
MC_14_15_H05 2
MC_14_15_H06 4
MC_14_15_H09 2
MC_14_15_H11 5
MC_14_16_A07 8
MC_14_16_A08 3
MC_14_16_B01 4
MC_14_16_B02 6
MC_14_16_B03 11
MC_14_16_B04 8
MC_14_16_B05 6
MC_14_16_B06 4
MC_14_16_B07 4
MC_14_16_B10 5
MC_14_16_B11 2
MC_14_16_B12 2
MC_14_16_C01 8
MC_14_16_C02 7
MC_14_16_C03 2
MC_14_16_C04 5
MC_14_16_C05 3
MC_14_16_C06 7
MC_14_16_C07 4
MC_14_16_C08 6
MC_14_16_C09 3
MC_14_16_C10 5
MC_14_16_C11 4
MC_14_16_C12 7
MC_14_16_D01 2
MC_14_16_D02 5
MC_14_16_D03 2
MC_14_16_D04 4
MC_14_16_D05 4
MC_14_16_D06 7
MC_14_16_D07 4
MC_14_16_D08 4
MC_14_16_D09 5
MC_14_16_D10 6
MC_14_16_D11 5
MC_14_16_E01 6
MC_14_16_E02 4
MC_14_16_E03 3
MC_14_16_E04 4
MC_14_16_E05 4
MC_14_16_E06 6
MC_14_16_E08 6
MC_14_16_E09 7
MC_14_16_E10 8
MC_14_16_E11 2
MC_14_16_E12 4
MC_14_16_F01 5
MC_14_16_F02 4
MC_14_16_F03 3
MC_14_16_F04 3
MC_14_16_F05 6
MC_14_16_F06 3
MC_14_16_F07 8
MC_14_16_F08 6
MC_14_16_F09 6
MC_14_16_F10 6
MC_14_16_F11 4
MC_14_16_F12 5
MC_14_16_G02 6
MC_14_16_G03 4
MC_14_16_G04 5
MC_14_16_G05 3
MC_14_16_G06 2
MC_14_16_G07 5
MC_14_16_G08 4
MC_14_16_G09 5
MC_14_16_G10 0
MC_14_16_G11 3
MC_14_16_G12 4
MC_14_16_H07 4
MC_14_16_H08 8
MC_14_16_H09 3
MC_14_16_H10 4
MC_14_17_A02 4
MC_14_17_A03 4
MC_14_17_A04 4
MC_14_17_A05 4
MC_14_17_A06 4
MC_14_17_A07 4
MC_14_17_A08 1
MC_14_17_A09 4
MC_14_17_A11 4
MC_14_17_A12 4
MC_14_17_B01 3
MC_14_17_B02 7
MC_14_17_B03 6
MC_14_17_B04 4
MC_14_17_B05 9
MC_14_17_B06 6
MC_14_17_B07 4
MC_14_17_B08 6
MC_14_17_B09 5
MC_14_17_B10 6
MC_14_17_B11 6
MC_14_17_B12 6
MC_14_17_C01 5
MC_14_17_C02 5
MC_14_17_C03 5
MC_14_17_C04 3
MC_14_17_C05 7
MC_14_17_C06 4
MC_14_17_C07 4
MC_14_17_C08 4
MC_14_17_C09 6
MC_14_17_C10 4
MC_14_17_C11 7
MC_14_17_C12 4
MC_14_17_D01 2
MC_14_17_D02 7
MC_14_17_D03 7
MC_14_17_D04 5
MC_14_17_D05 6
MC_14_17_D06 5
MC_14_17_D07 3
MC_14_17_D08 4
MC_14_17_D09 6
MC_14_17_D10 4
MC_14_17_D11 4
MC_14_17_D12 5
MC_14_17_E01 5
MC_14_17_E02 8
MC_14_17_E03 6
MC_14_17_E04 4
MC_14_17_E05 4
MC_14_17_E06 5
MC_14_17_E07 5
MC_14_17_E08 8
MC_14_17_E09 7
MC_14_17_E10 3
MC_14_17_E11 2
MC_14_17_E12 6
MC_14_17_G01 12
MC_14_17_G02 7
MC_14_17_G04 6
MC_14_17_G06 7
