id xo_count_rqtl
AFC_19_15_A06 3
AFC_19_15_A08 7
AFC_19_15_B01 3
AFC_19_15_B02 10
AFC_19_15_B03 6
AFC_19_15_B04 6
AFC_19_15_B05 3
AFC_19_15_B06 5
AFC_19_15_B07 6
AFC_19_15_B08 6
AFC_19_15_B09 7
AFC_19_15_B10 4
AFC_19_15_B11 8
AFC_19_15_B12 4
AFC_19_15_C01 8
AFC_19_15_C02 6
AFC_19_15_C03 4
AFC_19_15_C04 6
AFC_19_15_C05 4
AFC_19_15_C06 3
AFC_19_15_C07 5
AFC_19_15_C08 3
AFC_19_15_C09 6
AFC_19_15_C10 6
AFC_19_15_C11 5
AFC_19_15_C12 7
AFC_19_15_D01 6
AFC_19_15_D02 7
AFC_19_15_D03 2
AFC_19_15_D04 8
AFC_19_15_D05 6
AFC_19_15_D06 3
AFC_19_15_D07 5
AFC_19_15_D09 5
AFC_19_15_D10 5
AFC_19_15_D11 3
AFC_19_15_D12 4
AFC_19_15_E01 9
AFC_19_15_E02 7
AFC_19_15_E03 7
AFC_19_15_E04 6
AFC_19_15_E05 8
AFC_19_15_E06 3
AFC_19_15_E07 1
AFC_19_15_E08 5
AFC_19_15_E09 8
AFC_19_15_E10 7
AFC_19_15_E11 5
AFC_19_15_E12 5
AFC_19_15_F01 2
AFC_19_15_F02 6
AFC_19_15_F03 6
AFC_19_15_F04 5
AFC_19_15_F05 3
AFC_19_15_F06 3
AFC_19_15_F07 5
AFC_19_15_F08 5
AFC_19_15_F09 9
AFC_19_15_F10 3
AFC_19_15_F11 5
AFC_19_15_F12 6
AFC_19_15_G01 5
AFC_19_15_G02 5
AFC_19_15_G03 10
AFC_19_15_G04 6
AFC_19_15_G05 6
AFC_19_15_G06 6
AFC_19_15_G07 6
AFC_19_15_G08 4
AFC_19_15_G09 9
AFC_19_15_G10 7
AFC_19_15_G11 6
AFC_19_15_G12 5
AFC_19_15_H01 5
AFC_19_15_H02 7
AFC_19_15_H03 5
AFC_19_15_H04 6
AFC_19_15_H05 2
AFC_19_15_H06 2
AFC_19_15_H07 5
AFC_19_15_H08 3
AFC_19_15_H09 5
AFC_19_18_A01 2
AFC_19_18_A02 6
AFC_19_18_A03 6
AFC_19_18_A04 5
AFC_19_18_A05 7
AFC_19_18_A06 7
AFC_19_18_A07 5
AFC_19_18_A08 3
AFC_19_18_A09 3
AFC_19_18_A10 5
AFC_19_18_A11 8
AFC_19_18_A12 7
AFC_19_18_B01 3
AFC_19_18_B02 7
AFC_19_18_B03 8
AFC_19_18_B04 6
AFC_19_18_B05 8
AFC_19_18_B06 5
AFC_19_18_B07 5
AFC_19_18_B08 7
AFC_19_18_B09 5
AFC_19_18_B10 2
AFC_19_18_B11 2
AFC_19_18_B12 6
AFC_19_18_C01 7
AFC_19_18_C02 2
AFC_19_18_C03 4
AFC_19_18_C04 10
AFC_19_18_C05 4
AFC_19_18_C06 4
AFC_19_18_C07 6
AFC_19_18_C08 3
AFC_19_18_C09 6
AFC_19_18_C10 4
AFC_19_18_C11 7
AFC_19_18_C12 7
AFC_19_18_D01 6
AFC_19_18_D02 6
AFC_19_18_D03 2
AFC_19_18_D04 5
AFC_19_18_D05 4
AFC_19_18_D06 5
AFC_19_18_D07 3
AFC_19_18_D08 7
AFC_19_18_D09 4
AFC_19_18_D10 11
AFC_19_18_D11 5
AFC_19_18_D12 3
AFC_19_18_E01 6
AFC_19_18_E02 4
AFC_19_18_E03 4
AFC_19_18_E04 5
AFC_19_18_E05 4
AFC_19_18_E06 3
AFC_19_18_E07 2
AFC_19_18_E08 4
AFC_19_18_E09 3
AFC_19_18_E10 2
AFC_19_18_E11 7
AFC_19_18_E12 7
AFC_19_18_F01 3
AFC_19_18_F02 3
AFC_19_18_F03 6
AFC_19_18_F04 6
AFC_19_18_F05 6
AFC_19_18_F06 8
AFC_19_18_F07 4
AFC_19_18_F08 5
AFC_19_18_F09 3
AFC_19_18_F10 5
AFC_19_18_F11 6
AFC_19_18_G01 7
AFC_19_18_G02 5
AFC_19_18_G03 7
AFC_19_18_G04 7
AFC_19_18_G05 5
AFC_19_18_G06 6
AFC_19_18_G07 4
AFC_19_18_G08 4
AFC_19_18_G09 7
AFC_19_18_G10 5
AFC_19_18_G11 10
AFC_19_18_H01 5
AFC_19_18_H02 2
AFC_19_18_H03 6
AFC_19_18_H04 8
AFC_19_18_H05 3
AFC_19_18_H06 4
AFC_19_18_H07 3
AFC_19_18_H08 4
AFC_19_18_H09 5
AFC_19_19_A01 4
AFC_19_19_A02 5
AFC_19_19_A03 6
AFC_19_19_A05 2
AFC_19_19_A06 5
AFC_19_19_A07 5
AFC_19_19_A08 8
AFC_19_19_A09 9
AFC_19_19_A11 5
AFC_19_19_A12 4
AFC_19_19_B01 3
AFC_19_19_B02 7
AFC_19_19_B03 8
AFC_19_19_B04 3
AFC_19_19_B05 5
AFC_19_19_B06 4
AFC_19_19_B07 7
AFC_19_19_B08 6
AFC_19_19_B09 5
AFC_19_19_B10 8
AFC_19_19_B11 3
AFC_19_19_B12 4
AFC_19_19_C01 7
AFC_19_19_C02 5
AFC_19_19_C03 7
AFC_19_19_C04 3
AFC_19_19_C05 9
AFC_19_19_C06 5
AFC_19_19_C07 4
AFC_19_19_C08 4
AFC_19_19_C09 6
AFC_19_19_C10 3
AFC_19_19_C11 4
AFC_19_19_C12 7
AFC_19_19_D01 5
AFC_19_19_D02 3
AFC_19_19_D03 4
AFC_19_19_D04 2
AFC_19_19_D05 7
AFC_19_19_D06 7
AFC_19_19_D07 3
AFC_19_19_D08 3
AFC_19_19_D09 4
AFC_19_19_D10 3
AFC_19_19_D11 7
AFC_19_19_D12 4
AFC_19_19_E01 4
AFC_19_19_E02 5
AFC_19_19_E03 2
AFC_19_19_E04 4
AFC_19_19_E05 4
AFC_19_19_E06 9
AFC_19_19_E07 7
AFC_19_19_E08 9
AFC_19_19_E09 5
AFC_19_19_E10 5
AFC_19_19_E11 9
AFC_19_19_E12 4
AFC_19_19_F01 5
AFC_19_19_F02 3
AFC_19_19_F03 5
AFC_19_19_F04 3
AFC_19_19_F05 6
AFC_19_19_F06 2
AFC_19_19_F07 7
AFC_19_19_F08 4
AFC_19_19_F09 1
AFC_19_19_F10 5
AFC_19_19_F11 6
AFC_19_19_F12 6
AFC_19_19_G01 5
AFC_19_19_G02 6
AFC_19_19_G03 7
AFC_19_19_G04 4
AFC_19_19_G05 5
AFC_19_19_G06 8
AFC_19_19_G07 10
AFC_19_19_G08 5
AFC_19_19_G09 5
AFC_19_19_G10 4
AFC_19_19_G11 4
AFC_19_19_H01 5
AFC_19_19_H02 7
AFC_19_19_H04 6
AFC_19_19_H07 12
AFC_19_19_H08 4
AFC_19_19_H09 2
AFC_19_19_H10 6
AFC_19_20_A06 4
AFC_19_20_A10 3
AFC_19_20_A11 6
AFC_19_20_A12 4
AFC_19_20_B01 5
AFC_19_20_B02 7
AFC_19_20_B03 5
AFC_19_20_B04 5
AFC_19_20_B05 5
AFC_19_20_B06 9
AFC_19_20_B07 2
AFC_19_20_B08 6
AFC_19_20_B09 2
AFC_19_20_B10 3
AFC_19_20_B11 4
AFC_19_20_B12 7
AFC_19_20_C01 3
AFC_19_20_C02 6
AFC_19_20_C03 4
AFC_19_20_C04 5
AFC_19_20_C05 5
AFC_19_20_C06 2
AFC_19_20_C07 5
AFC_19_20_C08 9
AFC_19_20_C09 3
AFC_19_20_C10 8
AFC_19_20_C11 4
AFC_19_20_C12 9
AFC_19_20_D01 5
AFC_19_20_D02 6
AFC_19_20_D03 2
AFC_19_20_D04 2
AFC_19_20_D05 3
AFC_19_20_D06 2
AFC_19_20_D07 2
AFC_19_20_D08 5
AFC_19_20_D09 3
AFC_19_20_D10 9
AFC_19_20_D11 4
AFC_19_20_D12 8
AFC_19_20_E01 4
AFC_19_20_E02 3
AFC_19_20_E03 8
AFC_19_20_E04 7
