id xo_count_rqtl
MC_27_15_A01 3
MC_27_15_A03 3
MC_27_15_A04 6
MC_27_15_A06 2
MC_27_15_A07 3
MC_27_15_A08 4
MC_27_15_A09 4
MC_27_15_A10 5
MC_27_15_A11 2
MC_27_15_A12 4
MC_27_15_B02 2
MC_27_15_B03 4
MC_27_15_B04 4
MC_27_15_B06 6
MC_27_15_B07 4
MC_27_15_B08 5
MC_27_15_B09 4
MC_27_15_B10 4
MC_27_15_B11 2
MC_27_15_B12 4
MC_27_15_C01 5
MC_27_15_C02 2
MC_27_15_C03 2
MC_27_15_C04 5
MC_27_15_C05 3
MC_27_15_C06 5
MC_27_15_C07 5
MC_27_15_C08 3
MC_27_15_C09 4
MC_27_15_C10 3
MC_27_15_C12 4
MC_27_15_D01 6
MC_27_15_D02 3
MC_27_15_D03 8
MC_27_15_D04 3
MC_27_15_D05 1
MC_27_15_D07 3
MC_27_15_D08 5
MC_27_15_D09 5
MC_27_15_D10 3
MC_27_15_D11 3
MC_27_15_E01 7
MC_27_15_E02 7
MC_27_15_E03 5
MC_27_15_E04 2
MC_27_15_E05 4
MC_27_15_E07 8
MC_27_15_E08 5
MC_27_15_E09 4
MC_27_15_E11 6
MC_27_15_F01 7
MC_27_15_F02 3
MC_27_15_F03 3
MC_27_15_F04 5
MC_27_15_F05 6
MC_27_15_F06 8
MC_27_15_F07 5
MC_27_15_F08 5
MC_27_15_F09 2
MC_27_15_F10 2
MC_27_15_F11 5
MC_27_15_F12 2
MC_27_15_G01 5
MC_27_15_G02 5
MC_27_15_G03 8
MC_27_15_G04 5
MC_27_15_G06 4
MC_27_15_G07 5
MC_27_15_G08 9
MC_27_15_G09 2
MC_27_15_G11 2
MC_27_15_G12 4
MC_27_15_H01 4
MC_27_15_H02 3
MC_27_15_H03 4
MC_27_15_H04 6
MC_27_15_H05 4
MC_27_15_H07 3
MC_27_15_H08 5
MC_27_15_H09 5
MC_27_15_H10 4
MC_27_15_H12 4
MC_27_16_A01 7
MC_27_16_A02 5
MC_27_16_A03 3
MC_27_16_A05 6
MC_27_16_A06 4
MC_27_16_A07 3
MC_27_16_A08 4
MC_27_16_A11 3
MC_27_16_A12 3
MC_27_16_B01 7
MC_27_16_B02 5
MC_27_16_B03 8
MC_27_16_B04 8
MC_27_16_B05 5
MC_27_16_B06 2
MC_27_16_B08 7
MC_27_16_B12 5
MC_27_16_C01 5
MC_27_16_C02 6
MC_27_16_C03 3
MC_27_16_C04 6
MC_27_16_C05 4
MC_27_16_C06 8
MC_27_16_C07 5
MC_27_16_C08 7
MC_27_16_C09 3
MC_27_16_C10 7
MC_27_16_C12 2
MC_27_16_D01 4
MC_27_16_D02 8
MC_27_16_D03 2
MC_27_16_D04 4
MC_27_16_D05 7
MC_27_16_D06 3
MC_27_16_D07 4
MC_27_16_D09 8
MC_27_16_D10 3
MC_27_16_D11 2
MC_27_16_D12 7
MC_27_16_E01 3
MC_27_16_E04 7
MC_27_16_E05 6
MC_27_16_E06 4
MC_27_16_E07 4
MC_27_16_E08 7
MC_27_16_E10 5
MC_27_16_E11 4
MC_27_16_E12 3
MC_27_16_F01 4
MC_27_16_F02 3
MC_27_16_F03 7
MC_27_16_F04 4
MC_27_16_F05 3
MC_27_16_F06 5
MC_27_16_F07 2
MC_27_16_F08 5
MC_27_16_F10 5
MC_27_16_F12 2
MC_27_16_G01 2
MC_27_16_G03 5
MC_27_16_G04 3
MC_27_16_G05 7
MC_27_16_G06 7
MC_27_16_G08 3
MC_27_16_G09 4
MC_27_16_G10 10
MC_27_16_G11 5
MC_27_16_H01 3
MC_27_16_H03 6
MC_27_16_H05 2
MC_27_16_H06 6
MC_27_16_H07 8
MC_27_16_H08 6
MC_27_16_H11 6
MC_27_16_H12 8
MC_27_17_A01 6
MC_27_17_A06 7
MC_27_17_A08 10
MC_27_17_A09 3
MC_27_17_A10 3
MC_27_17_A11 3
MC_27_17_A12 5
MC_27_17_B01 7
MC_27_17_B04 8
MC_27_17_B06 9
MC_27_17_B07 5
MC_27_17_B08 9
MC_27_17_B09 6
MC_27_17_B10 4
MC_27_17_B11 6
MC_27_17_B12 8
MC_27_17_C01 4
MC_27_17_C03 4
MC_27_17_C05 4
MC_27_17_C06 2
MC_27_17_C07 5
MC_27_17_C08 5
MC_27_17_C09 5
MC_27_17_C10 4
MC_27_17_C11 5
MC_27_17_D01 8
MC_27_17_D02 4
MC_27_17_D03 8
MC_27_17_D04 5
MC_27_17_D05 9
MC_27_17_D06 6
MC_27_17_D07 6
MC_27_17_D09 5
MC_27_17_D10 5
MC_27_17_D11 7
MC_27_17_E01 4
MC_27_17_E02 10
MC_27_17_E03 6
MC_27_17_E04 5
MC_27_17_E05 3
MC_27_17_E06 7
MC_27_17_E07 5
MC_27_17_E08 3
MC_27_17_E09 4
MC_27_17_E11 2
MC_27_17_E12 4
MC_27_17_F02 4
MC_27_17_F03 6
MC_27_17_F04 5
