id xo_count_rqtl
MC_17_15_A01 4
MC_17_15_A02 4
MC_17_15_A03 4
MC_17_15_A04 8
MC_17_15_A05 9
MC_17_15_A06 3
MC_17_15_A07 6
MC_17_15_A08 6
MC_17_15_A09 8
MC_17_15_A10 1
MC_17_15_A11 4
MC_17_15_A12 5
MC_17_15_B01 3
MC_17_15_B02 7
MC_17_15_B03 8
MC_17_15_B04 5
MC_17_15_B05 4
MC_17_15_B06 5
MC_17_15_B07 5
MC_17_15_B08 8
MC_17_15_B09 4
MC_17_15_B10 8
MC_17_15_B11 5
MC_17_15_B12 8
MC_17_15_C01 5
MC_17_15_C02 3
MC_17_15_C03 6
MC_17_15_C04 2
MC_17_15_C05 5
MC_17_15_C06 2
MC_17_15_C07 3
MC_17_15_C08 3
MC_17_15_C09 3
MC_17_15_C10 4
MC_17_15_C11 3
MC_17_15_C12 4
MC_17_15_D01 5
MC_17_15_D02 9
MC_17_15_D03 2
MC_17_15_D04 5
MC_17_15_D05 3
MC_17_15_D06 4
MC_17_15_D07 5
MC_17_15_D08 4
MC_17_15_D09 5
MC_17_15_D10 6
MC_17_15_D11 5
MC_17_15_D12 4
MC_17_15_E01 9
MC_17_15_E02 3
MC_17_15_E03 2
MC_17_15_E04 4
MC_17_15_E05 5
MC_17_15_E06 5
MC_17_15_E07 3
MC_17_15_E08 7
MC_17_15_E09 6
MC_17_15_E10 3
MC_17_15_E11 3
MC_17_15_E12 7
MC_17_15_F02 6
MC_17_15_F03 4
MC_17_15_F04 4
MC_17_15_F05 4
MC_17_15_F06 4
MC_17_15_F07 5
MC_17_15_F08 7
MC_17_15_F09 7
MC_17_15_F10 5
MC_17_15_F12 6
MC_17_15_G02 2
MC_17_15_G03 5
MC_17_15_G04 4
MC_17_15_G05 7
MC_17_15_G06 5
MC_17_15_G07 2
MC_17_15_G08 5
MC_17_15_G09 3
MC_17_15_G10 4
MC_17_15_G11 3
MC_17_15_G12 5
MC_17_15_H02 4
MC_17_15_H03 5
MC_17_15_H10 7
MC_17_15_H11 5
MC_17_16_A01 4
MC_17_16_A03 5
MC_17_16_A04 5
MC_17_16_A05 5
MC_17_16_A06 4
MC_17_16_A07 4
MC_17_16_A08 3
MC_17_16_A09 3
MC_17_16_A10 4
MC_17_16_A11 5
MC_17_16_A12 6
MC_17_16_B01 3
MC_17_16_B02 2
MC_17_16_B03 5
MC_17_16_B04 4
MC_17_16_B05 5
MC_17_16_B06 7
MC_17_16_B07 6
MC_17_16_B09 2
MC_17_16_B10 4
MC_17_16_B12 4
MC_17_16_C01 5
MC_17_16_C02 5
MC_17_16_C03 5
MC_17_16_C04 4
MC_17_16_C05 5
MC_17_16_C06 7
MC_17_16_C07 8
MC_17_16_C08 5
MC_17_16_C09 7
MC_17_16_C10 7
MC_17_16_C11 8
MC_17_16_C12 3
MC_17_16_D01 7
MC_17_16_D02 4
MC_17_16_D03 5
MC_17_16_D04 5
MC_17_16_D06 4
MC_17_16_D07 6
MC_17_16_D08 6
MC_17_16_D09 4
MC_17_16_D11 4
MC_17_16_D12 2
MC_17_16_E01 10
MC_17_16_E02 5
MC_17_16_E03 3
MC_17_16_E04 4
MC_17_16_E05 5
MC_17_16_E06 4
MC_17_16_E09 6
MC_17_16_E10 3
MC_17_16_E11 6
MC_17_16_E12 6
MC_17_16_F01 4
MC_17_16_F02 3
MC_17_16_F03 3
MC_17_16_F05 5
MC_17_16_F06 6
MC_17_16_F07 5
MC_17_16_F08 4
MC_17_16_F09 5
MC_17_16_F10 4
MC_17_16_F11 7
MC_17_16_F12 4
MC_17_16_G01 4
MC_17_16_G02 3
MC_17_16_G03 6
MC_17_16_G04 4
MC_17_16_G05 6
MC_17_16_G06 6
MC_17_16_G07 3
MC_17_16_G08 4
MC_17_16_G09 4
MC_17_16_G10 4
MC_17_16_G11 5
MC_17_16_G12 7
MC_17_16_H01 7
MC_17_16_H02 2
MC_17_16_H03 5
MC_17_16_H04 5
MC_17_16_H05 5
MC_17_16_H06 5
MC_17_16_H07 8
MC_17_16_H08 10
MC_17_16_H09 4
MC_17_16_H10 4
MC_17_16_H11 5
MC_17_18_A01 4
MC_17_18_A02 4
MC_17_18_A03 6
MC_17_18_A04 6
MC_17_18_A05 6
MC_17_18_A06 4
MC_17_18_A07 6
MC_17_18_A08 3
MC_17_18_A09 6
MC_17_18_A10 5
MC_17_18_A11 6
MC_17_18_A12 5
MC_17_18_C01 6
MC_17_18_C02 7
MC_17_18_C03 7
MC_17_18_C04 5
MC_17_18_C05 4
MC_17_18_C07 4
MC_17_18_C08 6
MC_17_18_C09 7
MC_17_18_C10 4
MC_17_18_C11 6
MC_17_18_C12 5
MC_17_18_D01 3
MC_17_18_D02 4
MC_17_18_D03 5
MC_17_18_D04 5
MC_17_18_D05 2
MC_17_18_D06 3
MC_17_18_D07 7
MC_17_18_D08 4
MC_17_18_D09 4
MC_17_18_D10 2
MC_17_18_D11 4
MC_17_18_D12 6
MC_17_18_E01 8
MC_17_18_E02 2
MC_17_18_E03 4
MC_17_18_E04 4
MC_17_18_E05 8
MC_17_18_E06 6
MC_17_18_E07 6
MC_17_18_E08 5
MC_17_18_E09 5
MC_17_18_E10 3
MC_17_18_E11 3
MC_17_18_E12 7
MC_17_18_F01 3
MC_17_18_F02 5
MC_17_18_F03 4
MC_17_18_F04 4
MC_17_18_F05 6
MC_17_18_F06 8
MC_17_18_F07 4
MC_17_18_F08 4
MC_17_18_F09 4
MC_17_18_F10 6
MC_17_18_F11 5
MC_17_18_F12 4
MC_17_18_G01 5
MC_17_18_G02 3
MC_17_18_G03 9
MC_17_18_G04 4
MC_17_18_G05 5
MC_17_18_G06 6
MC_17_18_G07 4
MC_17_18_G08 6
MC_17_18_G09 5
MC_17_18_G12 6
MC_17_18_H01 2
MC_17_18_H02 5
MC_17_18_H03 3
MC_17_18_H04 4
MC_17_18_H05 4
MC_17_18_H06 3
MC_17_18_H08 4
MC_17_18_H12 3
MC_17_19_A03 1
MC_17_19_A07 3
MC_17_19_A08 3
MC_17_19_A09 5
MC_17_19_A10 4
MC_17_19_A12 7
MC_17_19_B01 3
MC_17_19_B02 5
MC_17_19_B03 5
MC_17_19_B04 4
MC_17_19_B06 5
MC_17_19_B08 5
MC_17_19_B09 3
MC_17_19_B10 4
MC_17_19_B11 6
MC_17_19_B12 5
MC_17_19_C01 4
MC_17_19_C02 2
MC_17_19_C03 6
MC_17_19_C04 5
MC_17_19_C05 2
MC_17_19_C06 4
MC_17_19_C07 4
MC_17_19_C08 3
MC_17_19_C09 8
MC_17_19_C10 5
MC_17_19_C11 4
MC_17_19_C12 9
MC_17_19_D01 3
MC_17_19_D02 4
MC_17_19_D03 4
MC_17_19_D05 5
MC_17_19_D06 7
MC_17_19_D07 5
MC_17_19_D08 5
MC_17_19_D09 3
MC_17_19_D10 6
MC_17_19_D11 3
MC_17_19_D12 8
MC_17_19_E01 7
MC_17_19_E02 4
MC_17_19_E03 4
MC_17_19_E04 4
MC_17_19_E05 4
MC_17_19_E06 5
MC_17_19_E07 3
MC_17_19_E08 6
MC_17_19_E09 10
MC_17_19_E10 4
MC_17_19_E11 5
MC_17_19_E12 5
MC_17_19_F01 1
MC_17_19_F03 2
MC_17_19_F04 2
MC_17_19_F05 6
MC_17_19_F06 3
MC_17_19_F07 4
MC_17_19_F08 5
MC_17_19_F09 5
MC_17_19_F10 5
MC_17_19_F11 5
MC_17_19_F12 6
MC_17_19_G01 3
MC_17_19_G02 3
MC_17_19_G03 7
MC_17_19_G04 5
MC_17_19_G05 4
MC_17_19_G06 3
MC_17_19_G07 5
MC_17_19_G08 5
MC_17_19_G09 6
MC_17_19_G10 3
MC_17_19_G11 3
MC_17_19_H01 8
MC_17_19_H02 6
MC_17_19_H03 7
MC_17_19_H05 6
MC_17_19_H06 5
MC_17_19_H09 5
MC_17_19_H10 1
MC_17_20_A01 4
MC_17_20_B01 6
MC_17_20_B02 6
MC_17_20_B03 4
MC_17_20_C01 3
MC_17_20_C02 4
MC_17_20_C03 2
MC_17_20_C04 2
MC_17_20_C05 7
MC_17_20_C06 6
MC_17_20_C07 4
MC_17_20_D01 4
MC_17_20_D03 2
MC_17_20_D04 6
MC_17_20_D05 7
MC_17_20_D06 6
MC_17_20_D07 6
MC_17_20_D09 5
MC_17_20_E01 3
MC_17_20_E02 5
MC_17_20_E03 4
MC_17_20_E04 5
MC_17_20_E05 6
MC_17_20_E06 10
MC_17_20_E07 8
MC_17_20_E08 2
MC_17_20_E09 4
MC_17_20_F01 3
MC_17_20_F02 5
MC_17_20_F03 6
MC_17_20_F04 7
MC_17_20_F05 3
MC_17_20_F06 5
MC_17_20_F07 5
MC_17_20_F08 5
MC_17_20_F09 6
MC_17_20_G04 9
MC_17_20_G06 6
MC_17_20_G07 3
MC_17_20_G08 6
MC_17_20_G09 5
