id xo_count_rqtl
AFC_57_15_A01 1
AFC_57_15_A09 6
AFC_57_15_A10 4
AFC_57_15_A11 6
AFC_57_15_A12 5
AFC_57_15_B01 3
AFC_57_15_B02 6
AFC_57_15_B03 5
AFC_57_15_B04 4
AFC_57_15_B05 1
AFC_57_15_B06 4
AFC_57_15_B07 3
AFC_57_15_B08 4
AFC_57_15_B09 5
AFC_57_15_B10 3
AFC_57_15_B11 5
AFC_57_15_B12 7
AFC_57_15_C01 5
AFC_57_15_C02 4
AFC_57_15_C03 5
AFC_57_15_C04 5
AFC_57_15_C05 10
AFC_57_15_C06 5
AFC_57_15_C07 7
AFC_57_15_C08 4
AFC_57_15_C09 6
AFC_57_15_C10 4
AFC_57_15_D01 4
AFC_57_15_D02 4
AFC_57_15_D03 5
AFC_57_15_D04 3
AFC_57_15_D05 4
AFC_57_15_D06 5
AFC_57_15_D07 6
AFC_57_15_D08 4
AFC_57_15_D09 6
AFC_57_15_D11 5
AFC_57_15_D12 5
AFC_57_15_E01 4
AFC_57_15_E02 5
AFC_57_15_E03 3
AFC_57_15_E04 5
AFC_57_15_E05 3
AFC_57_15_E06 5
AFC_57_15_E07 5
AFC_57_15_E08 8
AFC_57_15_E09 7
AFC_57_15_E10 6
AFC_57_15_E11 3
AFC_57_15_E12 3
AFC_57_15_F01 7
AFC_57_15_F02 2
AFC_57_15_F03 4
AFC_57_15_F04 5
AFC_57_15_F05 3
AFC_57_15_F06 3
AFC_57_15_F08 8
AFC_57_15_F09 5
AFC_57_15_F10 3
AFC_57_15_F11 4
AFC_57_15_F12 5
AFC_57_15_G01 3
AFC_57_15_G02 6
AFC_57_15_G03 6
AFC_57_15_G04 5
AFC_57_15_G05 4
AFC_57_15_G06 4
AFC_57_15_G09 5
AFC_57_15_G10 6
AFC_57_15_G11 2
AFC_57_15_G12 5
AFC_57_15_H01 2
AFC_57_15_H02 5
AFC_57_15_H03 6
AFC_57_15_H04 4
AFC_57_15_H05 5
AFC_57_15_H06 2
AFC_57_15_H07 3
AFC_57_15_H08 4
AFC_57_15_H09 3
AFC_57_15_H10 4
AFC_57_15_H11 4
AFC_57_15_H12 5
AFC_57_16_A04 8
AFC_57_16_A05 2
AFC_57_16_A06 6
AFC_57_16_A07 2
AFC_57_16_A08 6
AFC_57_16_A09 4
AFC_57_16_A10 1
AFC_57_16_B02 3
AFC_57_16_B03 4
AFC_57_16_B04 5
AFC_57_16_B05 3
AFC_57_16_B06 5
AFC_57_16_B07 2
AFC_57_16_B08 1
AFC_57_16_B10 6
AFC_57_16_B11 1
AFC_57_16_B12 7
AFC_57_16_C01 8
AFC_57_16_C02 4
AFC_57_16_C03 4
AFC_57_16_C04 7
AFC_57_16_C05 2
AFC_57_16_C06 5
AFC_57_16_C07 9
AFC_57_16_C08 3
AFC_57_16_C09 6
AFC_57_16_C10 3
AFC_57_16_C11 4
AFC_57_16_D01 7
AFC_57_16_D02 4
AFC_57_16_D03 7
AFC_57_16_D04 2
AFC_57_16_D05 1
AFC_57_16_D06 4
AFC_57_16_D07 6
AFC_57_16_D08 5
AFC_57_16_D09 6
AFC_57_16_D10 7
AFC_57_16_D12 4
AFC_57_16_E01 0
AFC_57_16_E02 3
AFC_57_16_E03 6
AFC_57_16_E04 1
AFC_57_16_E05 6
AFC_57_16_E06 4
AFC_57_16_E07 1
AFC_57_16_E08 5
AFC_57_16_E09 5
AFC_57_16_E11 5
AFC_57_16_E12 2
AFC_57_16_F02 6
AFC_57_16_F03 3
AFC_57_16_F05 4
AFC_57_16_F06 4
AFC_57_16_F09 5
AFC_57_16_F10 6
AFC_57_16_F11 4
AFC_57_16_F12 5
AFC_57_16_G01 3
AFC_57_16_G02 2
AFC_57_16_G03 3
AFC_57_16_G04 3
AFC_57_16_G05 7
AFC_57_16_G06 7
AFC_57_16_G07 4
AFC_57_16_G08 2
AFC_57_16_G09 6
AFC_57_16_G10 5
AFC_57_16_G11 4
AFC_57_16_H01 3
AFC_57_16_H03 5
AFC_57_16_H04 3
AFC_57_16_H05 3
AFC_57_16_H06 3
AFC_57_16_H07 4
AFC_57_16_H08 7
AFC_57_16_H09 3
AFC_57_16_H10 8
AFC_57_17_A01 7
AFC_57_17_A02 4
AFC_57_17_A03 4
AFC_57_17_A04 3
AFC_57_17_A05 6
AFC_57_17_A06 4
AFC_57_17_A07 2
AFC_57_17_A08 5
AFC_57_17_A09 2
AFC_57_17_A10 5
AFC_57_17_A11 4
AFC_57_17_A12 0
AFC_57_17_B01 6
AFC_57_17_B02 1
AFC_57_17_B03 4
AFC_57_17_B04 4
AFC_57_17_B05 6
AFC_57_17_B06 2
AFC_57_17_B07 3
AFC_57_17_B08 3
AFC_57_17_B09 4
AFC_57_17_B10 3
AFC_57_17_B11 6
AFC_57_17_B12 6
AFC_57_17_C01 1
AFC_57_17_C02 5
AFC_57_17_C04 6
AFC_57_17_C05 1
AFC_57_17_C06 4
AFC_57_17_C07 4
AFC_57_17_C09 4
AFC_57_17_C10 3
AFC_57_17_C11 5
AFC_57_17_C12 7
AFC_57_17_D01 4
AFC_57_17_D02 4
AFC_57_17_D03 4
AFC_57_17_D04 2
AFC_57_17_D05 6
AFC_57_17_D06 3
AFC_57_17_D08 5
AFC_57_17_D09 6
AFC_57_17_D10 3
AFC_57_17_D11 2
AFC_57_17_D12 0
AFC_57_17_E01 6
AFC_57_17_E02 4
AFC_57_17_E03 8
AFC_57_17_E04 6
AFC_57_17_E05 4
AFC_57_17_E06 4
AFC_57_17_E07 4
AFC_57_17_E08 5
AFC_57_17_E09 3
AFC_57_17_E11 6
AFC_57_17_E12 3
AFC_57_17_F01 5
AFC_57_17_F02 3
AFC_57_17_F03 5
AFC_57_17_F04 3
AFC_57_17_F05 2
AFC_57_17_F06 4
AFC_57_17_F07 4
AFC_57_17_F08 3
AFC_57_17_F09 2
AFC_57_17_F10 4
