id xo_count_rqtl
AFC_14_15_B02 2
AFC_14_15_B03 5
AFC_14_15_B04 3
AFC_14_15_B05 6
AFC_14_15_B06 4
AFC_14_15_C01 5
AFC_14_15_C02 4
AFC_14_15_C03 8
AFC_14_15_C04 3
AFC_14_15_C05 3
AFC_14_15_C06 7
AFC_14_15_C07 4
AFC_14_15_C08 6
AFC_14_15_C09 5
AFC_14_15_C10 3
AFC_14_15_C11 5
AFC_14_15_C12 3
AFC_14_15_D01 2
AFC_14_15_D02 3
AFC_14_15_D03 6
AFC_14_15_D04 4
AFC_14_15_D05 8
AFC_14_15_D06 5
AFC_14_15_D07 4
AFC_14_15_D08 5
AFC_14_15_D09 2
AFC_14_15_D10 4
AFC_14_15_D11 8
AFC_14_15_E01 3
AFC_14_15_E02 3
AFC_14_15_E03 5
AFC_14_15_E04 7
AFC_14_15_E05 4
AFC_14_15_E06 3
AFC_14_15_E07 5
AFC_14_15_E08 4
AFC_14_15_E09 3
AFC_14_15_E10 5
AFC_14_15_E11 8
AFC_14_15_E12 4
AFC_14_15_F01 4
AFC_14_15_F02 2
AFC_14_15_F03 5
AFC_14_15_F04 5
AFC_14_15_F05 5
AFC_14_15_F06 5
AFC_14_15_F08 4
AFC_14_15_F09 5
AFC_14_15_F10 5
AFC_14_15_F11 4
AFC_14_15_F12 6
AFC_14_15_G01 6
AFC_14_15_G02 5
AFC_14_15_G03 6
AFC_14_15_G04 2
AFC_14_15_G05 7
AFC_14_15_G06 3
AFC_14_15_G07 6
AFC_14_15_G08 5
AFC_14_15_G09 3
AFC_14_15_G10 5
AFC_14_15_G11 3
AFC_14_15_G12 6
AFC_14_15_H02 2
AFC_14_15_H03 2
AFC_14_15_H04 6
AFC_14_15_H05 7
AFC_14_15_H07 2
AFC_14_15_H08 3
AFC_14_15_H10 1
AFC_14_15_H11 3
AFC_14_15_H12 3
AFC_14_16_A01 4
AFC_14_16_A02 1
AFC_14_16_A03 4
AFC_14_16_A04 3
AFC_14_16_A05 5
AFC_14_16_A06 4
AFC_14_16_A07 5
AFC_14_16_A08 3
AFC_14_16_A09 3
AFC_14_16_A10 3
AFC_14_16_B01 4
AFC_14_16_B02 7
AFC_14_16_B03 3
AFC_14_16_B04 5
AFC_14_16_B05 7
AFC_14_16_B06 4
AFC_14_16_B07 4
AFC_14_16_B08 4
AFC_14_16_B09 3
AFC_14_16_B10 3
AFC_14_16_B11 3
AFC_14_16_B12 4
AFC_14_16_C01 7
AFC_14_16_C02 4
AFC_14_16_C03 4
AFC_14_16_C04 1
AFC_14_16_C06 6
AFC_14_16_C07 4
AFC_14_16_C08 3
