Indiv CHROM pos1 pos2 sum_depth n_sites
S1 XR_group6 9152000 9152999 38779 925
S1 XR_group6 9153000 9153999 41227 1000
S1 XR_group6 9154000 9154999 37713 1000
S1 XR_group6 9155000 9155999 38780 1000
S1 XR_group6 9156000 9156999 39359 1000
S1 XR_group6 9157000 9157999 39590 1000
S1 XR_group6 9158000 9158999 43166 1000
S1 XR_group6 9159000 9159999 43149 1000
S1 XR_group6 9160000 9160999 40250 1000
S1 XR_group6 9161000 9161999 41335 1000
S1 XR_group6 9162000 9162999 43173 1000
S1 XR_group6 9163000 9163999 41565 1000
S1 XR_group6 9164000 9164999 40132 1000
S1 XR_group6 9165000 9165999 43441 1000
S1 XR_group6 9166000 9166999 40464 1000
S1 XR_group6 9167000 9167999 43106 1000
S1 XR_group6 9168000 9168999 40687 1000
S1 XR_group6 9169000 9169999 35356 1000
S1 XR_group6 9170000 9170999 43930 1000
S1 XR_group6 9171000 9171999 35821 1000
S1 XR_group6 9172000 9172999 39501 1000
S1 XR_group6 9173000 9173999 39799 999
S1 XR_group6 9174000 9174999 40371 1000
S1 XR_group6 9175000 9175999 45086 1000
S1 XR_group6 9176000 9176999 45196 1000
S1 XR_group6 9177000 9177999 39682 999
S1 XR_group6 9178000 9178999 41079 1000
S1 XR_group6 9179000 9179999 39663 1000
S1 XR_group6 9180000 9180999 36940 1000
S1 XR_group6 9181000 9181999 40213 1000
S1 XR_group6 9182000 9182999 38137 1000
S1 XR_group6 9183000 9183999 40427 996
S1 XR_group6 9184000 9184999 38736 1000
S1 XR_group6 9185000 9185999 39894 1000
S1 XR_group6 9186000 9186999 38183 996
S1 XR_group6 9187000 9187999 36329 999
S1 XR_group6 9188000 9188999 39593 992
S1 XR_group6 9189000 9189999 38687 1000
S1 XR_group6 9190000 9190999 39207 998
S1 XR_group6 9191000 9191999 41289 1000
S1 XR_group6 9192000 9192999 37636 1000
S1 XR_group6 9193000 9193999 38337 1000
S1 XR_group6 9194000 9194999 37597 1000
S1 XR_group6 9195000 9195999 42193 1000
S1 XR_group6 9196000 9196999 39064 1000
S1 XR_group6 9197000 9197999 40017 1000
S1 XR_group6 9198000 9198999 38079 1000
S1 XR_group6 9199000 9199999 42902 1000
S1 XR_group6 9200000 9200999 42887 1000
S1 XR_group6 9201000 9201999 40724 1000
S1 XR_group6 9202000 9202999 38776 1000
S1 XR_group6 9203000 9203999 37178 1000
S1 XR_group6 9204000 9204999 38147 997
S1 XR_group6 9205000 9205999 36220 1000
S1 XR_group6 9206000 9206999 41936 1000
S1 XR_group6 9207000 9207999 37200 1000
S1 XR_group6 9208000 9208999 37916 1000
S1 XR_group6 9209000 9209999 39518 1000
S1 XR_group6 9210000 9210999 39914 1000
S1 XR_group6 9211000 9211999 45525 999
S1 XR_group6 9212000 9212999 45073 1000
S1 XR_group6 9213000 9213999 37206 1000
S1 XR_group6 9214000 9214999 38988 1000
S1 XR_group6 9215000 9215999 41340 1000
S1 XR_group6 9216000 9216999 41952 1000
S1 XR_group6 9217000 9217999 34210 995
S1 XR_group6 9218000 9218999 41514 993
S1 XR_group6 9219000 9219999 41230 1000
S1 XR_group6 9220000 9220999 46551 1000
S1 XR_group6 9221000 9221999 35657 1000
S1 XR_group6 9222000 9222999 39097 1000
S1 XR_group6 9223000 9223999 40795 1000
S1 XR_group6 9224000 9224999 41420 1000
S1 XR_group6 9225000 9225999 39589 1000
S1 XR_group6 9226000 9226999 40254 1000
S1 XR_group6 9227000 9227999 41033 1000
S1 XR_group6 9228000 9228999 39890 1000
S1 XR_group6 9229000 9229999 38679 1000
S1 XR_group6 9230000 9230999 40657 1000
S1 XR_group6 9231000 9231999 44752 1000
S1 XR_group6 9232000 9232999 39825 1000
S1 XR_group6 9233000 9233999 39554 998
S1 XR_group6 9234000 9234999 38510 1000
S1 XR_group6 9235000 9235999 43066 1000
S1 XR_group6 9236000 9236999 38817 1000
S1 XR_group6 9237000 9237999 37304 1000
S1 XR_group6 9238000 9238999 38825 1000
S1 XR_group6 9239000 9239999 39098 1000
S1 XR_group6 9240000 9240999 43171 1000
S1 XR_group6 9241000 9241999 40790 997
S1 XR_group6 9242000 9242999 45172 1000
S1 XR_group6 9243000 9243999 41456 1000
S1 XR_group6 9244000 9244999 43430 1000
S1 XR_group6 9245000 9245999 43594 1000
S1 XR_group6 9246000 9246999 40635 1000
S1 XR_group6 9247000 9247999 40134 1000
S1 XR_group6 9248000 9248999 41970 1000
S1 XR_group6 9249000 9249999 40130 1000
S1 XR_group6 9250000 9250999 41011 996
S1 XR_group6 9251000 9251999 44734 1000
S1 XR_group6 9252000 9252999 47196 1000
S1 XR_group6 9253000 9253999 40049 1000
S1 XR_group6 9254000 9254999 39079 1000
S1 XR_group6 9255000 9255999 39447 1000
S1 XR_group6 9256000 9256999 41663 1000
S1 XR_group6 9257000 9257999 38794 1000
S1 XR_group6 9258000 9258999 43180 1000
S1 XR_group6 9259000 9259999 42711 999
S1 XR_group6 9260000 9260999 38326 1000
S1 XR_group6 9261000 9261999 39756 1000
S1 XR_group6 9262000 9262999 41807 1000
