Indiv CHROM pos1 pos2 sum_depth n_sites
S1 3 13505000 13505999 15544 388
S1 3 13506000 13506999 36798 1000
S1 3 13507000 13507999 39749 1000
S1 3 13508000 13508999 42035 999
S1 3 13509000 13509999 29364 1000
S1 3 13510000 13510999 37587 996
S1 3 13511000 13511999 43452 1000
S1 3 13512000 13512999 39033 998
S1 3 13513000 13513999 38232 1000
S1 3 13514000 13514999 38777 1000
S1 3 13515000 13515999 46416 1000
S1 3 13516000 13516999 40169 1000
S1 3 13517000 13517999 37705 1000
S1 3 13518000 13518999 41748 1000
S1 3 13519000 13519999 41801 1000
S1 3 13520000 13520999 39699 1000
S1 3 13521000 13521999 43697 999
S1 3 13522000 13522999 41945 1000
S1 3 13523000 13523999 39969 1000
S1 3 13524000 13524999 5466 1000
S1 3 13525000 13525999 0 1000
S1 3 13526000 13526999 0 1000
S1 3 13527000 13527999 0 1000
S1 3 13528000 13528999 0 1000
S1 3 13529000 13529999 0 1000
S1 3 13530000 13530999 0 1000
S1 3 13531000 13531999 327 1000
S1 3 13532000 13532999 22205 999
S1 3 13533000 13533999 17608 1000
S1 3 13534000 13534999 17644 1000
S1 3 13535000 13535999 9345 1000
S1 3 13536000 13536999 72689 1000
S1 3 13537000 13537999 85567 1000
S1 3 13538000 13538999 80731 1000
S1 3 13539000 13539999 90792 1000
S1 3 13540000 13540999 74765 1000
S1 3 13541000 13541999 40772 999
S1 3 13542000 13542999 44589 1000
S1 3 13543000 13543999 44748 1000
S1 3 13544000 13544999 38640 996
S1 3 13545000 13545999 36621 1000
S1 3 13546000 13546999 40662 1000
S1 3 13547000 13547999 38932 1000
S1 3 13548000 13548999 41488 1000
S1 3 13549000 13549999 41446 1000
S1 3 13550000 13550999 39408 1000
S1 3 13551000 13551999 33286 1000
S1 3 13552000 13552999 44539 1000
S1 3 13553000 13553999 41805 1000
S1 3 13554000 13554999 43113 1000
S1 3 13555000 13555999 39421 1000
S1 3 13556000 13556999 40183 1000
S1 3 13557000 13557999 40418 1000
S1 3 13558000 13558999 36922 1000
S1 3 13559000 13559999 39470 996
S1 3 13560000 13560999 41230 999
S1 3 13561000 13561999 39464 1000
S1 3 13562000 13562999 42893 1000
S1 3 13563000 13563999 39156 1000
S1 3 13564000 13564999 46734 1000
S1 3 13565000 13565999 43199 1000
S1 3 13566000 13566999 35667 1000
S1 3 13567000 13567999 41701 1000
S1 3 13568000 13568999 40786 1000
S1 3 13569000 13569999 41879 1000
S1 3 13570000 13570999 41794 997
S1 3 13571000 13571999 39852 1000
S1 3 13572000 13572999 42545 1000
S1 3 13573000 13573999 38694 1000
S1 3 13574000 13574999 40501 1000
S1 3 13575000 13575999 42824 1000
S1 3 13576000 13576999 40859 1000
S1 3 13577000 13577999 38267 999
S1 3 13578000 13578999 40469 1000
S1 3 13579000 13579999 40188 1000
S1 3 13580000 13580999 38538 1000
S1 3 13581000 13581999 39488 1000
S1 3 13582000 13582999 38899 999
S1 3 13583000 13583999 38768 1000
S1 3 13584000 13584999 29192 999
S1 3 13585000 13585999 41531 1000
S1 3 13586000 13586999 37988 1000
S1 3 13587000 13587999 39263 1000
S1 3 13588000 13588999 40055 1000
S1 3 13589000 13589999 40698 1000
S1 3 13590000 13590999 41684 1000
S1 3 13591000 13591999 37050 1000
S1 3 13592000 13592999 37260 1000
S1 3 13593000 13593999 40553 1000
S1 3 13594000 13594999 38741 1000
S1 3 13595000 13595999 40078 1000
S1 3 13596000 13596999 39974 1000
S1 3 13597000 13597999 41401 1000
S1 3 13598000 13598999 37232 1000
S1 3 13599000 13599999 47736 1000
S1 3 13600000 13600999 39355 1000
S1 3 13601000 13601999 36698 998
S1 3 13602000 13602999 42608 1000
S1 3 13603000 13603999 40123 1000
S1 3 13604000 13604999 41711 1000
S1 3 13605000 13605999 39620 1000
S1 3 13606000 13606999 40156 1000
S1 3 13607000 13607999 41957 1000
S1 3 13608000 13608999 43443 1000
S1 3 13609000 13609999 41565 1000
S1 3 13610000 13610999 38021 1000
S1 3 13611000 13611999 39964 1000
S1 3 13612000 13612999 43443 1000
