Indiv CHROM pos1 pos2 sum_depth n_sites
S1 XL_group1a 2073000 2073999 32854 712
S1 XL_group1a 2074000 2074999 42787 1000
S1 XL_group1a 2075000 2075999 44123 1000
S1 XL_group1a 2076000 2076999 41364 1000
S1 XL_group1a 2077000 2077999 47803 997
S1 XL_group1a 2078000 2078999 41411 1000
S1 XL_group1a 2079000 2079999 41268 997
S1 XL_group1a 2080000 2080999 39713 1000
S1 XL_group1a 2081000 2081999 41550 1000
S1 XL_group1a 2082000 2082999 35186 1000
S1 XL_group1a 2083000 2083999 42519 1000
S1 XL_group1a 2084000 2084999 42414 999
S1 XL_group1a 2085000 2085999 42863 999
S1 XL_group1a 2086000 2086999 39871 1000
S1 XL_group1a 2087000 2087999 39008 1000
S1 XL_group1a 2088000 2088999 37401 1000
S1 XL_group1a 2089000 2089999 39861 999
S1 XL_group1a 2090000 2090999 40533 1000
S1 XL_group1a 2091000 2091999 40869 1000
S1 XL_group1a 2092000 2092999 38683 1000
S1 XL_group1a 2093000 2093999 37385 1000
S1 XL_group1a 2094000 2094999 40403 1000
S1 XL_group1a 2095000 2095999 37462 1000
S1 XL_group1a 2096000 2096999 41813 1000
S1 XL_group1a 2097000 2097999 40184 1000
S1 XL_group1a 2098000 2098999 38398 1000
S1 XL_group1a 2099000 2099999 42446 1000
S1 XL_group1a 2100000 2100999 44396 1000
S1 XL_group1a 2101000 2101999 43846 999
S1 XL_group1a 2102000 2102999 39528 1000
S1 XL_group1a 2103000 2103999 34824 999
S1 XL_group1a 2104000 2104999 36868 999
S1 XL_group1a 2105000 2105999 36536 1000
S1 XL_group1a 2106000 2106999 41574 1000
S1 XL_group1a 2107000 2107999 45534 1000
S1 XL_group1a 2108000 2108999 30928 999
S1 XL_group1a 2109000 2109999 41589 1000
S1 XL_group1a 2110000 2110999 38858 1000
S1 XL_group1a 2111000 2111999 38533 1000
S1 XL_group1a 2112000 2112999 34191 1000
S1 XL_group1a 2113000 2113999 41087 997
S1 XL_group1a 2114000 2114999 36277 991
S1 XL_group1a 2115000 2115999 13588 1000
S1 XL_group1a 2116000 2116999 46460 989
S1 XL_group1a 2117000 2117999 41685 999
S1 XL_group1a 2118000 2118999 36724 1000
S1 XL_group1a 2119000 2119999 38449 1000
S1 XL_group1a 2120000 2120999 42336 1000
S1 XL_group1a 2121000 2121999 42483 1000
S1 XL_group1a 2122000 2122999 41658 1000
S1 XL_group1a 2123000 2123999 37879 1000
S1 XL_group1a 2124000 2124999 41502 1000
S1 XL_group1a 2125000 2125999 39163 998
S1 XL_group1a 2126000 2126999 48030 1000
S1 XL_group1a 2127000 2127999 44996 1000
S1 XL_group1a 2128000 2128999 44366 1000
S1 XL_group1a 2129000 2129999 40355 1000
S1 XL_group1a 2130000 2130999 42535 1000
S1 XL_group1a 2131000 2131999 41803 1000
S1 XL_group1a 2132000 2132999 42985 999
S1 XL_group1a 2133000 2133999 41764 1000
S1 XL_group1a 2134000 2134999 42101 1000
S1 XL_group1a 2135000 2135999 44871 1000
S1 XL_group1a 2136000 2136999 39229 1000
S1 XL_group1a 2137000 2137999 42950 1000
S1 XL_group1a 2138000 2138999 42196 1000
S1 XL_group1a 2139000 2139999 43740 1000
S1 XL_group1a 2140000 2140999 37108 999
S1 XL_group1a 2141000 2141999 44595 1000
S1 XL_group1a 2142000 2142999 41226 1000
S1 XL_group1a 2143000 2143999 39808 1000
S1 XL_group1a 2144000 2144999 40399 1000
S1 XL_group1a 2145000 2145999 41096 1000
S1 XL_group1a 2146000 2146999 26469 979
S1 XL_group1a 2147000 2147999 34122 1000
S1 XL_group1a 2148000 2148999 41179 998
S1 XL_group1a 2149000 2149999 35456 999
S1 XL_group1a 2150000 2150999 41004 998
S1 XL_group1a 2151000 2151999 44390 1000
S1 XL_group1a 2152000 2152999 34512 1000
S1 XL_group1a 2153000 2153999 33549 998
S1 XL_group1a 2154000 2154999 39224 1000
S1 XL_group1a 2155000 2155999 30637 998
S1 XL_group1a 2156000 2156999 17022 989
S1 XL_group1a 2157000 2157999 22002 1000
S1 XL_group1a 2158000 2158999 41501 994
S1 XL_group1a 2159000 2159999 35763 1000
S1 XL_group1a 2160000 2160999 43704 1000
S1 XL_group1a 2161000 2161999 39411 1000
S1 XL_group1a 2162000 2162999 46964 1000
S1 XL_group1a 2163000 2163999 39712 972
S1 XL_group1a 2164000 2164999 39554 1000
S1 XL_group1a 2165000 2165999 41844 1000
S1 XL_group1a 2166000 2166999 40366 1000
S1 XL_group1a 2167000 2167999 43668 996
S1 XL_group1a 2168000 2168999 41458 1000
S1 XL_group1a 2169000 2169999 43855 1000
S1 XL_group1a 2170000 2170999 41840 1000
S1 XL_group1a 2171000 2171999 48535 1000
S1 XL_group1a 2172000 2172999 43670 1000
S1 XL_group1a 2173000 2173999 40555 1000
S1 XL_group1a 2174000 2174999 41008 999
S1 XL_group1a 2175000 2175999 40620 1000
S1 XL_group1a 2176000 2176999 41530 1000
S1 XL_group1a 2177000 2177999 46971 1000
S1 XL_group1a 2178000 2178999 44238 1000
S1 XL_group1a 2179000 2179999 42180 999
S1 XL_group1a 2180000 2180999 37915 999
S1 XL_group1a 2181000 2181999 39520 999
S1 XL_group1a 2182000 2182999 41400 1000
S1 XL_group1a 2183000 2183999 41507 1000
S1 XL_group1a 2184000 2184999 38764 1000
S1 XL_group1a 2185000 2185999 39821 1000
S1 XL_group1a 2186000 2186999 37839 1000
S1 XL_group1a 2187000 2187999 37814 1000
S1 XL_group1a 2188000 2188999 31801 1000
S1 XL_group1a 2189000 2189999 54909 999
S1 XL_group1a 2190000 2190999 51585 996
S1 XL_group1a 2191000 2191999 35727 987
S1 XL_group1a 2192000 2192999 28648 986
S1 XL_group1a 2193000 2193999 307 998
S1 XL_group1a 2194000 2194999 17076 1000
S1 XL_group1a 2195000 2195999 21748 997
S1 XL_group1a 2196000 2196999 7282 1000
S1 XL_group1a 2197000 2197999 28799 997
S1 XL_group1a 2198000 2198999 40054 1000
S1 XL_group1a 2199000 2199999 32747 1000
S1 XL_group1a 2200000 2200999 50513 1000
S1 XL_group1a 2201000 2201999 56377 1000
S1 XL_group1a 2202000 2202999 42648 996
S1 XL_group1a 2203000 2203999 23222 999
S1 XL_group1a 2204000 2204999 13305 1000
S1 XL_group1a 2205000 2205999 22264 994
S1 XL_group1a 2206000 2206999 8383 998
S1 XL_group1a 2207000 2207999 34004 999
S1 XL_group1a 2208000 2208999 35864 999
S1 XL_group1a 2209000 2209999 42031 993
S1 XL_group1a 2210000 2210999 37324 1000
S1 XL_group1a 2211000 2211999 42073 995
S1 XL_group1a 2212000 2212999 43850 998
S1 XL_group1a 2213000 2213999 32342 997
S1 XL_group1a 2214000 2214999 26556 997
S1 XL_group1a 2215000 2215999 34800 999
S1 XL_group1a 2216000 2216999 37319 1000
S1 XL_group1a 2217000 2217999 36754 987
S1 XL_group1a 2218000 2218999 36088 999
S1 XL_group1a 2219000 2219999 41507 1000
S1 XL_group1a 2220000 2220999 48761 999
S1 XL_group1a 2221000 2221999 36610 1000
S1 XL_group1a 2222000 2222999 19865 999
S1 XL_group1a 2223000 2223999 6285 1000
S1 XL_group1a 2224000 2224999 22366 992
S1 XL_group1a 2225000 2225999 34541 1000
S1 XL_group1a 2226000 2226999 42664 1000
S1 XL_group1a 2227000 2227999 39525 1000
S1 XL_group1a 2228000 2228999 41643 1000
S1 XL_group1a 2229000 2229999 39215 1000
S1 XL_group1a 2230000 2230999 36753 1000
S1 XL_group1a 2231000 2231999 40365 1000
S1 XL_group1a 2232000 2232999 39963 999
S1 XL_group1a 2233000 2233999 40027 1000
S1 XL_group1a 2234000 2234999 37981 1000
S1 XL_group1a 2235000 2235999 46844 1000
S1 XL_group1a 2236000 2236999 41433 1000
S1 XL_group1a 2237000 2237999 45262 1000
S1 XL_group1a 2238000 2238999 40236 1000
S1 XL_group1a 2239000 2239999 42174 1000
S1 XL_group1a 2240000 2240999 41998 1000
S1 XL_group1a 2241000 2241999 50145 999
S1 XL_group1a 2242000 2242999 49298 1000
S1 XL_group1a 2243000 2243999 41522 997
