Indiv CHROM pos1 pos2 sum_depth n_sites
S1 XL_group3a 483000 483999 5560 139
S1 XL_group3a 484000 484999 42633 1000
S1 XL_group3a 485000 485999 39518 1000
S1 XL_group3a 486000 486999 43179 999
S1 XL_group3a 487000 487999 36922 1000
S1 XL_group3a 488000 488999 37348 1000
S1 XL_group3a 489000 489999 35885 1000
S1 XL_group3a 490000 490999 37178 1000
S1 XL_group3a 491000 491999 37889 1000
S1 XL_group3a 492000 492999 40342 1000
S1 XL_group3a 493000 493999 51013 1000
S1 XL_group3a 494000 494999 46113 999
S1 XL_group3a 495000 495999 46183 1000
S1 XL_group3a 496000 496999 38552 999
S1 XL_group3a 497000 497999 37656 1000
S1 XL_group3a 498000 498999 44514 1000
S1 XL_group3a 499000 499999 42640 1000
S1 XL_group3a 5e+05 500999 36706 1000
S1 XL_group3a 501000 501999 39658 999
S1 XL_group3a 502000 502999 48456 999
S1 XL_group3a 503000 503999 42350 1000
S1 XL_group3a 504000 504999 40292 1000
S1 XL_group3a 505000 505999 41066 1000
S1 XL_group3a 506000 506999 39878 1000
S1 XL_group3a 507000 507999 47942 1000
S1 XL_group3a 508000 508999 48157 1000
S1 XL_group3a 509000 509999 47101 1000
S1 XL_group3a 510000 510999 45684 1000
S1 XL_group3a 511000 511999 43959 1000
S1 XL_group3a 512000 512999 44010 999
S1 XL_group3a 513000 513999 46288 1000
S1 XL_group3a 514000 514999 48723 1000
S1 XL_group3a 515000 515999 43233 1000
S1 XL_group3a 516000 516999 39720 995
S1 XL_group3a 517000 517999 36638 1000
S1 XL_group3a 518000 518999 38879 1000
S1 XL_group3a 519000 519999 48471 1000
S1 XL_group3a 520000 520999 37196 1000
S1 XL_group3a 521000 521999 43283 1000
S1 XL_group3a 522000 522999 45244 1000
S1 XL_group3a 523000 523999 39792 1000
S1 XL_group3a 524000 524999 47715 1000
S1 XL_group3a 525000 525999 47955 1000
S1 XL_group3a 526000 526999 40892 1000
S1 XL_group3a 527000 527999 45815 1000
S1 XL_group3a 528000 528999 43548 1000
S1 XL_group3a 529000 529999 37502 1000
S1 XL_group3a 530000 530999 39430 999
S1 XL_group3a 531000 531999 43764 1000
S1 XL_group3a 532000 532999 42848 1000
S1 XL_group3a 533000 533999 45159 998
S1 XL_group3a 534000 534999 41693 1000
S1 XL_group3a 535000 535999 38534 1000
S1 XL_group3a 536000 536999 41766 999
S1 XL_group3a 537000 537999 43927 1000
S1 XL_group3a 538000 538999 43866 1000
S1 XL_group3a 539000 539999 37018 999
S1 XL_group3a 540000 540999 37596 1000
S1 XL_group3a 541000 541999 43286 1000
S1 XL_group3a 542000 542999 42637 1000
S1 XL_group3a 543000 543999 39933 1000
S1 XL_group3a 544000 544999 43180 1000
S1 XL_group3a 545000 545999 43386 1000
S1 XL_group3a 546000 546999 44217 1000
S1 XL_group3a 547000 547999 39938 1000
S1 XL_group3a 548000 548999 42980 1000
S1 XL_group3a 549000 549999 42629 999
S1 XL_group3a 550000 550999 44190 1000
S1 XL_group3a 551000 551999 43625 1000
S1 XL_group3a 552000 552999 48914 1000
S1 XL_group3a 553000 553999 43411 1000
S1 XL_group3a 554000 554999 43331 1000
S1 XL_group3a 555000 555999 47449 1000
S1 XL_group3a 556000 556999 42892 1000
S1 XL_group3a 557000 557999 38845 1000
S1 XL_group3a 558000 558999 40669 1000
S1 XL_group3a 559000 559999 42021 1000
S1 XL_group3a 560000 560999 37939 997
S1 XL_group3a 561000 561999 38810 1000
S1 XL_group3a 562000 562999 41866 1000
S1 XL_group3a 563000 563999 42283 1000
S1 XL_group3a 564000 564999 43508 1000
S1 XL_group3a 565000 565999 39609 1000
S1 XL_group3a 566000 566999 45820 991
S1 XL_group3a 567000 567999 40921 1000
S1 XL_group3a 568000 568999 40540 1000
S1 XL_group3a 569000 569999 53615 1000
S1 XL_group3a 570000 570999 41986 1000
S1 XL_group3a 571000 571999 40261 1000
S1 XL_group3a 572000 572999 40133 1000
S1 XL_group3a 573000 573999 42608 1000
S1 XL_group3a 574000 574999 45591 1000
S1 XL_group3a 575000 575999 40057 1000
S1 XL_group3a 576000 576999 45188 1000
S1 XL_group3a 577000 577999 44936 1000
S1 XL_group3a 578000 578999 37836 1000
S1 XL_group3a 579000 579999 42825 1000
S1 XL_group3a 580000 580999 44685 1000
S1 XL_group3a 581000 581999 46080 1000
S1 XL_group3a 582000 582999 39727 1000
S1 XL_group3a 583000 583999 39909 1000
S1 XL_group3a 584000 584999 46681 1000
S1 XL_group3a 585000 585999 40232 1000
S1 XL_group3a 586000 586999 41620 1000
S1 XL_group3a 587000 587999 45821 1000
S1 XL_group3a 588000 588999 42272 1000
S1 XL_group3a 589000 589999 39379 1000
S1 XL_group3a 590000 590999 42867 1000
S1 XL_group3a 591000 591999 40090 997
S1 XL_group3a 592000 592999 42809 999
S1 XL_group3a 593000 593999 44755 1000
S1 XL_group3a 594000 594999 37474 1000
S1 XL_group3a 595000 595999 39416 1000
S1 XL_group3a 596000 596999 40770 999
S1 XL_group3a 597000 597999 43851 1000
S1 XL_group3a 598000 598999 51061 1000
S1 XL_group3a 599000 599999 39356 1000
S1 XL_group3a 6e+05 600999 42760 1000
S1 XL_group3a 601000 601999 43986 1000
S1 XL_group3a 602000 602999 44731 1000
S1 XL_group3a 603000 603999 39809 1000
S1 XL_group3a 604000 604999 44338 1000
S1 XL_group3a 605000 605999 42660 1000
S1 XL_group3a 606000 606999 44144 1000
S1 XL_group3a 607000 607999 43009 1000
S1 XL_group3a 608000 608999 42720 1000
S1 XL_group3a 609000 609999 43998 1000
S1 XL_group3a 610000 610999 38113 997
S1 XL_group3a 611000 611999 40132 998
S1 XL_group3a 612000 612999 40139 1000
S1 XL_group3a 613000 613999 38877 998
S1 XL_group3a 614000 614999 37197 1000
S1 XL_group3a 615000 615999 42720 1000
S1 XL_group3a 616000 616999 42674 1000
S1 XL_group3a 617000 617999 40894 1000
S1 XL_group3a 618000 618999 36991 1000
S1 XL_group3a 619000 619999 38321 1000
S1 XL_group3a 620000 620999 40276 1000
S1 XL_group3a 621000 621999 39182 1000
S1 XL_group3a 622000 622999 41172 1000
S1 XL_group3a 623000 623999 40527 1000
S1 XL_group3a 624000 624999 39969 1000
S1 XL_group3a 625000 625999 39641 1000
S1 XL_group3a 626000 626999 44650 1000
S1 XL_group3a 627000 627999 41177 1000
S1 XL_group3a 628000 628999 44799 1000
S1 XL_group3a 629000 629999 39261 1000
S1 XL_group3a 630000 630999 44176 999
S1 XL_group3a 631000 631999 41756 1000
S1 XL_group3a 632000 632999 43742 999
S1 XL_group3a 633000 633999 40330 1000
S1 XL_group3a 634000 634999 43692 1000
S1 XL_group3a 635000 635999 41085 997
S1 XL_group3a 636000 636999 48013 1000
S1 XL_group3a 637000 637999 47038 1000
S1 XL_group3a 638000 638999 40070 1000
S1 XL_group3a 639000 639999 43390 1000
S1 XL_group3a 640000 640999 41474 1000
S1 XL_group3a 641000 641999 41895 1000
S1 XL_group3a 642000 642999 40474 1000
S1 XL_group3a 643000 643999 43036 1000
S1 XL_group3a 644000 644999 44836 1000
S1 XL_group3a 645000 645999 37379 1000
S1 XL_group3a 646000 646999 41544 1000
S1 XL_group3a 647000 647999 43051 1000
S1 XL_group3a 648000 648999 45196 1000
S1 XL_group3a 649000 649999 40723 1000
S1 XL_group3a 650000 650999 40583 1000
S1 XL_group3a 651000 651999 39621 1000
S1 XL_group3a 652000 652999 41378 999
S1 XL_group3a 653000 653999 48669 1000
S1 XL_group3a 654000 654999 42435 1000
S1 XL_group3a 655000 655999 35370 1000
S1 XL_group3a 656000 656999 36834 1000
S1 XL_group3a 657000 657999 43261 1000
S1 XL_group3a 658000 658999 40810 1000
S1 XL_group3a 659000 659999 42030 1000
S1 XL_group3a 660000 660999 40834 1000
S1 XL_group3a 661000 661999 43867 1000
S1 XL_group3a 662000 662999 42586 1000
S1 XL_group3a 663000 663999 49217 1000
S1 XL_group3a 664000 664999 42071 1000
S1 XL_group3a 665000 665999 39553 998
S1 XL_group3a 666000 666999 42645 1000
S1 XL_group3a 667000 667999 38865 1000
S1 XL_group3a 668000 668999 42442 1000
S1 XL_group3a 669000 669999 41986 1000
S1 XL_group3a 670000 670999 41054 1000
S1 XL_group3a 671000 671999 39376 1000
S1 XL_group3a 672000 672999 38975 1000
S1 XL_group3a 673000 673999 40524 1000
S1 XL_group3a 674000 674999 38933 1000
S1 XL_group3a 675000 675999 43885 1000
S1 XL_group3a 676000 676999 34577 1000
S1 XL_group3a 677000 677999 45929 1000
S1 XL_group3a 678000 678999 42668 1000
S1 XL_group3a 679000 679999 41823 1000
S1 XL_group3a 680000 680999 40984 1000
S1 XL_group3a 681000 681999 41325 1000
S1 XL_group3a 682000 682999 39869 1000
