Indiv CHROM pos1 pos2 sum_depth n_sites
S1 XR_group6 11096000 11096999 22124 518
S1 XR_group6 11097000 11097999 36438 1000
S1 XR_group6 11098000 11098999 41388 1000
S1 XR_group6 11099000 11099999 36425 993
S1 XR_group6 11100000 11100999 41753 999
S1 XR_group6 11101000 11101999 44361 999
S1 XR_group6 11102000 11102999 53490 995
S1 XR_group6 11103000 11103999 40097 999
S1 XR_group6 11104000 11104999 36877 1000
S1 XR_group6 11105000 11105999 33014 999
S1 XR_group6 11106000 11106999 44903 1000
S1 XR_group6 11107000 11107999 37954 1000
S1 XR_group6 11108000 11108999 38595 1000
S1 XR_group6 11109000 11109999 43192 1000
S1 XR_group6 11110000 11110999 36866 1000
S1 XR_group6 11111000 11111999 35798 999
S1 XR_group6 11112000 11112999 38051 1000
S1 XR_group6 11113000 11113999 40882 1000
S1 XR_group6 11114000 11114999 45534 1000
S1 XR_group6 11115000 11115999 43291 1000
S1 XR_group6 11116000 11116999 29929 995
S1 XR_group6 11117000 11117999 35992 1000
S1 XR_group6 11118000 11118999 32797 968
S1 XR_group6 11119000 11119999 40412 1000
S1 XR_group6 11120000 11120999 36304 998
S1 XR_group6 11121000 11121999 40168 996
S1 XR_group6 11122000 11122999 38583 1000
S1 XR_group6 11123000 11123999 40330 1000
S1 XR_group6 11124000 11124999 44153 1000
S1 XR_group6 11125000 11125999 40662 1000
S1 XR_group6 11126000 11126999 35434 997
S1 XR_group6 11127000 11127999 39391 993
S1 XR_group6 11128000 11128999 36499 1000
S1 XR_group6 11129000 11129999 41027 999
S1 XR_group6 11130000 11130999 24051 996
S1 XR_group6 11131000 11131999 37373 1000
S1 XR_group6 11132000 11132999 36402 1000
S1 XR_group6 11133000 11133999 30657 1000
S1 XR_group6 11134000 11134999 37168 1000
S1 XR_group6 11135000 11135999 35761 1000
S1 XR_group6 11136000 11136999 35190 978
S1 XR_group6 11137000 11137999 36431 1000
S1 XR_group6 11138000 11138999 38285 994
S1 XR_group6 11139000 11139999 41707 999
S1 XR_group6 11140000 11140999 29685 998
S1 XR_group6 11141000 11141999 37116 997
S1 XR_group6 11142000 11142999 36151 1000
S1 XR_group6 11143000 11143999 40080 995
S1 XR_group6 11144000 11144999 38751 1000
S1 XR_group6 11145000 11145999 27682 997
S1 XR_group6 11146000 11146999 25278 999
S1 XR_group6 11147000 11147999 0 1000
S1 XR_group6 11148000 11148999 10075 1000
S1 XR_group6 11149000 11149999 37233 998
S1 XR_group6 11150000 11150999 31639 998
S1 XR_group6 11151000 11151999 33877 999
S1 XR_group6 11152000 11152999 34730 1000
S1 XR_group6 11153000 11153999 31933 994
S1 XR_group6 11154000 11154999 44153 999
S1 XR_group6 11155000 11155999 38122 1000
S1 XR_group6 11156000 11156999 29923 1000
S1 XR_group6 11157000 11157999 39243 1000
S1 XR_group6 11158000 11158999 37110 992
S1 XR_group6 11159000 11159999 41877 1000
S1 XR_group6 11160000 11160999 36983 1000
S1 XR_group6 11161000 11161999 33739 996
S1 XR_group6 11162000 11162999 32080 984
S1 XR_group6 11163000 11163999 38043 1000
S1 XR_group6 11164000 11164999 41572 1000
S1 XR_group6 11165000 11165999 32695 999
S1 XR_group6 11166000 11166999 16532 998
S1 XR_group6 11167000 11167999 12210 976
S1 XR_group6 11168000 11168999 34828 998
S1 XR_group6 11169000 11169999 25981 998
S1 XR_group6 11170000 11170999 37187 988
S1 XR_group6 11171000 11171999 37259 1000
S1 XR_group6 11172000 11172999 38450 1000
S1 XR_group6 11173000 11173999 37880 1000
S1 XR_group6 11174000 11174999 26065 996
S1 XR_group6 11175000 11175999 31949 1000
S1 XR_group6 11176000 11176999 36003 1000
S1 XR_group6 11177000 11177999 35132 996
S1 XR_group6 11178000 11178999 27531 999
S1 XR_group6 11179000 11179999 38833 998
S1 XR_group6 11180000 11180999 35487 1000
S1 XR_group6 11181000 11181999 34861 990
S1 XR_group6 11182000 11182999 33134 1000
S1 XR_group6 11183000 11183999 35424 1000
S1 XR_group6 11184000 11184999 36814 998
S1 XR_group6 11185000 11185999 36457 1000
S1 XR_group6 11186000 11186999 40584 1000
S1 XR_group6 11187000 11187999 37526 999
S1 XR_group6 11188000 11188999 32871 988
S1 XR_group6 11189000 11189999 32327 1000
S1 XR_group6 11190000 11190999 34892 998
S1 XR_group6 11191000 11191999 28195 989
S1 XR_group6 11192000 11192999 45296 996
S1 XR_group6 11193000 11193999 39307 1000
S1 XR_group6 11194000 11194999 35411 997
S1 XR_group6 11195000 11195999 42210 999
S1 XR_group6 11196000 11196999 36925 999
S1 XR_group6 11197000 11197999 34029 995
S1 XR_group6 11198000 11198999 32685 1000
S1 XR_group6 11199000 11199999 37115 1000
S1 XR_group6 11200000 11200999 41457 998
S1 XR_group6 11201000 11201999 38472 1000
S1 XR_group6 11202000 11202999 39358 994
S1 XR_group6 11203000 11203999 22920 996
S1 XR_group6 11204000 11204999 35672 999
S1 XR_group6 11205000 11205999 30381 999
S1 XR_group6 11206000 11206999 41033 999
S1 XR_group6 11207000 11207999 39749 999
S1 XR_group6 11208000 11208999 37412 1000
S1 XR_group6 11209000 11209999 41551 1000
S1 XR_group6 11210000 11210999 38962 998
S1 XR_group6 11211000 11211999 34650 998
S1 XR_group6 11212000 11212999 36938 1000
S1 XR_group6 11213000 11213999 28870 1000
S1 XR_group6 11214000 11214999 30457 999
S1 XR_group6 11215000 11215999 41481 1000
S1 XR_group6 11216000 11216999 38083 1000
S1 XR_group6 11217000 11217999 36249 1000
S1 XR_group6 11218000 11218999 43418 999
S1 XR_group6 11219000 11219999 33581 997
S1 XR_group6 11220000 11220999 35803 999
S1 XR_group6 11221000 11221999 39950 1000
S1 XR_group6 11222000 11222999 39140 1000
S1 XR_group6 11223000 11223999 30186 1000
S1 XR_group6 11224000 11224999 41601 1000
S1 XR_group6 11225000 11225999 40809 997
S1 XR_group6 11226000 11226999 37384 992
S1 XR_group6 11227000 11227999 35434 1000
S1 XR_group6 11228000 11228999 35291 999
S1 XR_group6 11229000 11229999 26264 999
S1 XR_group6 11230000 11230999 38296 999
S1 XR_group6 11231000 11231999 43428 1000
S1 XR_group6 11232000 11232999 35150 1000
S1 XR_group6 11233000 11233999 35076 1000
S1 XR_group6 11234000 11234999 36614 1000
S1 XR_group6 11235000 11235999 36826 1000
S1 XR_group6 11236000 11236999 43318 1000
S1 XR_group6 11237000 11237999 26642 1000
S1 XR_group6 11238000 11238999 34480 1000
S1 XR_group6 11239000 11239999 33451 998
S1 XR_group6 11240000 11240999 31664 1000
S1 XR_group6 11241000 11241999 28388 997
S1 XR_group6 11242000 11242999 37170 999
S1 XR_group6 11243000 11243999 38620 1000
S1 XR_group6 11244000 11244999 33313 999
S1 XR_group6 11245000 11245999 39944 1000
S1 XR_group6 11246000 11246999 37954 996
S1 XR_group6 11247000 11247999 32842 1000
S1 XR_group6 11248000 11248999 41654 996
S1 XR_group6 11249000 11249999 33437 1000
S1 XR_group6 11250000 11250999 43414 999
S1 XR_group6 11251000 11251999 36532 1000
S1 XR_group6 11252000 11252999 33161 998
S1 XR_group6 11253000 11253999 36855 999
S1 XR_group6 11254000 11254999 39036 999
S1 XR_group6 11255000 11255999 36653 985
S1 XR_group6 11256000 11256999 35208 993
S1 XR_group6 11257000 11257999 27972 1000
S1 XR_group6 11258000 11258999 20508 985
S1 XR_group6 11259000 11259999 39071 1000
S1 XR_group6 11260000 11260999 36562 1000
S1 XR_group6 11261000 11261999 30421 997
S1 XR_group6 11262000 11262999 33722 999
S1 XR_group6 11263000 11263999 26088 1000
S1 XR_group6 11264000 11264999 35609 1000
S1 XR_group6 11265000 11265999 31454 998
S1 XR_group6 11266000 11266999 31119 999
S1 XR_group6 11267000 11267999 39168 999
S1 XR_group6 11268000 11268999 39156 1000
S1 XR_group6 11269000 11269999 34973 999
S1 XR_group6 11270000 11270999 38052 1000
S1 XR_group6 11271000 11271999 38026 996
S1 XR_group6 11272000 11272999 27898 999
S1 XR_group6 11273000 11273999 38446 1000
S1 XR_group6 11274000 11274999 33081 1000
S1 XR_group6 11275000 11275999 38884 1000
S1 XR_group6 11276000 11276999 39340 1000
S1 XR_group6 11277000 11277999 37078 1000
S1 XR_group6 11278000 11278999 39335 1000
S1 XR_group6 11279000 11279999 37089 1000
S1 XR_group6 11280000 11280999 38800 997
S1 XR_group6 11281000 11281999 35510 998
S1 XR_group6 11282000 11282999 36836 1000
S1 XR_group6 11283000 11283999 40113 999
S1 XR_group6 11284000 11284999 39844 1000
S1 XR_group6 11285000 11285999 37392 1000
S1 XR_group6 11286000 11286999 34252 1000
S1 XR_group6 11287000 11287999 36491 1000
S1 XR_group6 11288000 11288999 38835 1000
S1 XR_group6 11289000 11289999 36805 998
S1 XR_group6 11290000 11290999 38631 999
S1 XR_group6 11291000 11291999 42881 998
S1 XR_group6 11292000 11292999 50229 1000
S1 XR_group6 11293000 11293999 39200 1000
S1 XR_group6 11294000 11294999 36942 998
S1 XR_group6 11295000 11295999 31159 999
S1 XR_group6 11296000 11296999 36489 999
S1 XR_group6 11297000 11297999 43365 1000
S1 XR_group6 11298000 11298999 40106 1000
S1 XR_group6 11299000 11299999 35871 1000
S1 XR_group6 11300000 11300999 33095 1000
S1 XR_group6 11301000 11301999 27878 984
S1 XR_group6 11302000 11302999 42293 998
S1 XR_group6 11303000 11303999 36082 1000
S1 XR_group6 11304000 11304999 38187 996
S1 XR_group6 11305000 11305999 38194 1000
S1 XR_group6 11306000 11306999 33520 1000
S1 XR_group6 11307000 11307999 42443 1000
S1 XR_group6 11308000 11308999 34876 1000
S1 XR_group6 11309000 11309999 33779 999
S1 XR_group6 11310000 11310999 45714 1000
S1 XR_group6 11311000 11311999 36263 996
S1 XR_group6 11312000 11312999 37706 1000
S1 XR_group6 11313000 11313999 35337 1000
S1 XR_group6 11314000 11314999 39356 995
S1 XR_group6 11315000 11315999 34059 994
S1 XR_group6 11316000 11316999 35626 999
S1 XR_group6 11317000 11317999 29524 985
S1 XR_group6 11318000 11318999 33843 993
S1 XR_group6 11319000 11319999 37773 984
S1 XR_group6 11320000 11320999 42502 1000
S1 XR_group6 11321000 11321999 39467 999
S1 XR_group6 11322000 11322999 42439 999
S1 XR_group6 11323000 11323999 39271 999
S1 XR_group6 11324000 11324999 35775 999
S1 XR_group6 11325000 11325999 33748 997
S1 XR_group6 11326000 11326999 37421 989
S1 XR_group6 11327000 11327999 39307 1000
S1 XR_group6 11328000 11328999 39130 995
S1 XR_group6 11329000 11329999 42592 1000
S1 XR_group6 11330000 11330999 42431 1000
S1 XR_group6 11331000 11331999 40118 1000
S1 XR_group6 11332000 11332999 37955 999
S1 XR_group6 11333000 11333999 26360 996
S1 XR_group6 11334000 11334999 35920 1000
S1 XR_group6 11335000 11335999 44050 1000
S1 XR_group6 11336000 11336999 49000 1000
S1 XR_group6 11337000 11337999 40407 1000
S1 XR_group6 11338000 11338999 40751 1000
S1 XR_group6 11339000 11339999 38933 997
S1 XR_group6 11340000 11340999 42104 995
S1 XR_group6 11341000 11341999 36090 1000
S1 XR_group6 11342000 11342999 40790 998
S1 XR_group6 11343000 11343999 52082 1000
S1 XR_group6 11344000 11344999 39008 999
S1 XR_group6 11345000 11345999 39524 995
S1 XR_group6 11346000 11346999 38896 998
S1 XR_group6 11347000 11347999 43278 1000
S1 XR_group6 11348000 11348999 41326 1000
S1 XR_group6 11349000 11349999 29787 999
S1 XR_group6 11350000 11350999 39848 1000
S1 XR_group6 11351000 11351999 38582 1000
S1 XR_group6 11352000 11352999 36822 996
S1 XR_group6 11353000 11353999 32750 999
S1 XR_group6 11354000 11354999 29955 993
S1 XR_group6 11355000 11355999 34256 1000
S1 XR_group6 11356000 11356999 33431 998
S1 XR_group6 11357000 11357999 38417 995
S1 XR_group6 11358000 11358999 40229 997
S1 XR_group6 11359000 11359999 38054 1000
S1 XR_group6 11360000 11360999 41452 1000
S1 XR_group6 11361000 11361999 47675 1000
S1 XR_group6 11362000 11362999 44386 1000
S1 XR_group6 11363000 11363999 41058 997
S1 XR_group6 11364000 11364999 40859 1000
S1 XR_group6 11365000 11365999 42852 1000
S1 XR_group6 11366000 11366999 45149 1000
S1 XR_group6 11367000 11367999 45664 1000
S1 XR_group6 11368000 11368999 37831 1000
S1 XR_group6 11369000 11369999 46650 1000
S1 XR_group6 11370000 11370999 44986 999
S1 XR_group6 11371000 11371999 41205 1000
S1 XR_group6 11372000 11372999 40639 1000
S1 XR_group6 11373000 11373999 44503 1000
S1 XR_group6 11374000 11374999 38911 1000
S1 XR_group6 11375000 11375999 41263 999
S1 XR_group6 11376000 11376999 41064 1000
S1 XR_group6 11377000 11377999 49790 1000
S1 XR_group6 11378000 11378999 41495 1000
S1 XR_group6 11379000 11379999 41581 1000
S1 XR_group6 11380000 11380999 36539 1000
S1 XR_group6 11381000 11381999 38088 1000
S1 XR_group6 11382000 11382999 39807 1000
S1 XR_group6 11383000 11383999 38782 1000
S1 XR_group6 11384000 11384999 39251 992
S1 XR_group6 11385000 11385999 1313 991
S1 XR_group6 11386000 11386999 13943 992
S1 XR_group6 11387000 11387999 3459 984
S1 XR_group6 11388000 11388999 1631 997
S1 XR_group6 11389000 11389999 25264 996
S1 XR_group6 11390000 11390999 38756 998
S1 XR_group6 11391000 11391999 43612 998
S1 XR_group6 11392000 11392999 40140 1000
S1 XR_group6 11393000 11393999 35508 1000
S1 XR_group6 11394000 11394999 42184 1000
S1 XR_group6 11395000 11395999 39492 999
S1 XR_group6 11396000 11396999 43436 1000
S1 XR_group6 11397000 11397999 40782 1000
S1 XR_group6 11398000 11398999 35846 1000
S1 XR_group6 11399000 11399999 40823 1000
S1 XR_group6 11400000 11400999 42997 1000
S1 XR_group6 11401000 11401999 38447 1000
S1 XR_group6 11402000 11402999 40989 1000
S1 XR_group6 11403000 11403999 39883 1000
S1 XR_group6 11404000 11404999 40112 999
S1 XR_group6 11405000 11405999 41457 1000
S1 XR_group6 11406000 11406999 38757 999
S1 XR_group6 11407000 11407999 38771 1000
S1 XR_group6 11408000 11408999 42919 1000
S1 XR_group6 11409000 11409999 43051 1000
S1 XR_group6 11410000 11410999 34762 998
S1 XR_group6 11411000 11411999 40070 1000
S1 XR_group6 11412000 11412999 42382 1000
S1 XR_group6 11413000 11413999 37870 1000
S1 XR_group6 11414000 11414999 37086 999
S1 XR_group6 11415000 11415999 38771 999
S1 XR_group6 11416000 11416999 47688 1000
S1 XR_group6 11417000 11417999 46254 1000
S1 XR_group6 11418000 11418999 42789 1000
S1 XR_group6 11419000 11419999 33905 1000
S1 XR_group6 11420000 11420999 38540 1000
S1 XR_group6 11421000 11421999 40510 1000
S1 XR_group6 11422000 11422999 45452 999
S1 XR_group6 11423000 11423999 44422 1000
S1 XR_group6 11424000 11424999 37171 999
S1 XR_group6 11425000 11425999 43453 1000
S1 XR_group6 11426000 11426999 42462 1000
S1 XR_group6 11427000 11427999 42908 1000
S1 XR_group6 11428000 11428999 39500 998
S1 XR_group6 11429000 11429999 40682 1000
S1 XR_group6 11430000 11430999 34834 1000
S1 XR_group6 11431000 11431999 39607 1000
S1 XR_group6 11432000 11432999 33760 998
S1 XR_group6 11433000 11433999 41577 1000
S1 XR_group6 11434000 11434999 42818 1000
S1 XR_group6 11435000 11435999 45257 1000
S1 XR_group6 11436000 11436999 46506 1000
S1 XR_group6 11437000 11437999 39272 1000
S1 XR_group6 11438000 11438999 38134 1000
