Indiv CHROM pos1 pos2 sum_depth n_sites
S1 XL_group1a 3386000 3386999 18758 448
S1 XL_group1a 3387000 3387999 39381 1000
S1 XL_group1a 3388000 3388999 41075 1000
S1 XL_group1a 3389000 3389999 38285 1000
S1 XL_group1a 3390000 3390999 38253 997
S1 XL_group1a 3391000 3391999 43660 998
S1 XL_group1a 3392000 3392999 35493 999
S1 XL_group1a 3393000 3393999 45217 1000
S1 XL_group1a 3394000 3394999 39604 1000
S1 XL_group1a 3395000 3395999 47132 999
S1 XL_group1a 3396000 3396999 49082 1000
S1 XL_group1a 3397000 3397999 38703 999
S1 XL_group1a 3398000 3398999 40000 1000
S1 XL_group1a 3399000 3399999 43360 999
S1 XL_group1a 3400000 3400999 37051 999
S1 XL_group1a 3401000 3401999 46832 1000
S1 XL_group1a 3402000 3402999 38047 1000
S1 XL_group1a 3403000 3403999 42587 1000
S1 XL_group1a 3404000 3404999 49911 1000
S1 XL_group1a 3405000 3405999 35396 997
S1 XL_group1a 3406000 3406999 24006 1000
S1 XL_group1a 3407000 3407999 40390 1000
S1 XL_group1a 3408000 3408999 45662 1000
S1 XL_group1a 3409000 3409999 42832 1000
S1 XL_group1a 3410000 3410999 43847 1000
S1 XL_group1a 3411000 3411999 38091 997
S1 XL_group1a 3412000 3412999 39216 1000
S1 XL_group1a 3413000 3413999 38814 1000
S1 XL_group1a 3414000 3414999 42032 1000
S1 XL_group1a 3415000 3415999 46601 1000
S1 XL_group1a 3416000 3416999 47449 1000
S1 XL_group1a 3417000 3417999 39758 1000
S1 XL_group1a 3418000 3418999 36247 1000
S1 XL_group1a 3419000 3419999 43517 997
S1 XL_group1a 3420000 3420999 44551 999
S1 XL_group1a 3421000 3421999 39163 1000
S1 XL_group1a 3422000 3422999 37883 997
S1 XL_group1a 3423000 3423999 40079 1000
S1 XL_group1a 3424000 3424999 40481 997
S1 XL_group1a 3425000 3425999 47891 1000
S1 XL_group1a 3426000 3426999 44855 1000
S1 XL_group1a 3427000 3427999 37702 1000
S1 XL_group1a 3428000 3428999 38438 1000
S1 XL_group1a 3429000 3429999 46456 1000
S1 XL_group1a 3430000 3430999 40993 1000
S1 XL_group1a 3431000 3431999 39021 994
S1 XL_group1a 3432000 3432999 40741 1000
S1 XL_group1a 3433000 3433999 34926 999
S1 XL_group1a 3434000 3434999 44332 997
S1 XL_group1a 3435000 3435999 40209 1000
S1 XL_group1a 3436000 3436999 41676 1000
S1 XL_group1a 3437000 3437999 41689 997
S1 XL_group1a 3438000 3438999 41854 993
S1 XL_group1a 3439000 3439999 39305 996
S1 XL_group1a 3440000 3440999 32615 1000
S1 XL_group1a 3441000 3441999 47708 1000
S1 XL_group1a 3442000 3442999 41795 1000
S1 XL_group1a 3443000 3443999 40209 1000
S1 XL_group1a 3444000 3444999 43749 999
S1 XL_group1a 3445000 3445999 46812 999
S1 XL_group1a 3446000 3446999 41487 1000
S1 XL_group1a 3447000 3447999 41611 1000
S1 XL_group1a 3448000 3448999 37675 984
S1 XL_group1a 3449000 3449999 38721 999
S1 XL_group1a 3450000 3450999 38069 1000
S1 XL_group1a 3451000 3451999 41667 998
S1 XL_group1a 3452000 3452999 38506 1000
S1 XL_group1a 3453000 3453999 42330 1000
S1 XL_group1a 3454000 3454999 42608 1000
S1 XL_group1a 3455000 3455999 45720 1000
S1 XL_group1a 3456000 3456999 40227 1000
S1 XL_group1a 3457000 3457999 45154 1000
S1 XL_group1a 3458000 3458999 41869 997
S1 XL_group1a 3459000 3459999 39823 988
S1 XL_group1a 3460000 3460999 25716 1000
S1 XL_group1a 3461000 3461999 26816 1000
S1 XL_group1a 3462000 3462999 462 1000
S1 XL_group1a 3463000 3463999 0 1000
S1 XL_group1a 3464000 3464999 0 1000
S1 XL_group1a 3465000 3465999 0 1000
S1 XL_group1a 3466000 3466999 0 1000
S1 XL_group1a 3467000 3467999 0 1000
S1 XL_group1a 3468000 3468999 0 1000
S1 XL_group1a 3469000 3469999 0 1000
S1 XL_group1a 3470000 3470999 0 1000
S1 XL_group1a 3471000 3471999 0 1000
S1 XL_group1a 3472000 3472999 0 1000
S1 XL_group1a 3473000 3473999 0 1000
S1 XL_group1a 3474000 3474999 0 1000
S1 XL_group1a 3475000 3475999 0 1000
S1 XL_group1a 3476000 3476999 0 1000
S1 XL_group1a 3477000 3477999 0 1000
S1 XL_group1a 3478000 3478999 0 1000
S1 XL_group1a 3479000 3479999 0 1000
S1 XL_group1a 3480000 3480999 0 1000
S1 XL_group1a 3481000 3481999 0 1000
S1 XL_group1a 3482000 3482999 0 1000
S1 XL_group1a 3483000 3483999 0 1000
S1 XL_group1a 3484000 3484999 0 1000
S1 XL_group1a 3485000 3485999 0 1000
S1 XL_group1a 3486000 3486999 0 1000
S1 XL_group1a 3487000 3487999 0 1000
S1 XL_group1a 3488000 3488999 0 1000
S1 XL_group1a 3489000 3489999 0 1000
S1 XL_group1a 3490000 3490999 0 1000
S1 XL_group1a 3491000 3491999 0 1000
S1 XL_group1a 3492000 3492999 0 1000
S1 XL_group1a 3493000 3493999 0 1000
S1 XL_group1a 3494000 3494999 0 1000
S1 XL_group1a 3495000 3495999 13401 973
S1 XL_group1a 3496000 3496999 37907 1000
S1 XL_group1a 3497000 3497999 40472 1000
S1 XL_group1a 3498000 3498999 37994 1000
S1 XL_group1a 3499000 3499999 37274 1000
S1 XL_group1a 3500000 3500999 41354 1000
S1 XL_group1a 3501000 3501999 37098 1000
S1 XL_group1a 3502000 3502999 37929 1000
S1 XL_group1a 3503000 3503999 39601 1000
S1 XL_group1a 3504000 3504999 39391 1000
S1 XL_group1a 3505000 3505999 37865 1000
S1 XL_group1a 3506000 3506999 42541 1000
S1 XL_group1a 3507000 3507999 42029 1000
S1 XL_group1a 3508000 3508999 45176 1000
S1 XL_group1a 3509000 3509999 41151 1000
S1 XL_group1a 3510000 3510999 35570 1000
S1 XL_group1a 3511000 3511999 40189 1000
S1 XL_group1a 3512000 3512999 38756 1000
S1 XL_group1a 3513000 3513999 44573 1000
S1 XL_group1a 3514000 3514999 41442 1000
S1 XL_group1a 3515000 3515999 41548 1000
S1 XL_group1a 3516000 3516999 39381 1000
S1 XL_group1a 3517000 3517999 38652 1000
S1 XL_group1a 3518000 3518999 37986 999
S1 XL_group1a 3519000 3519999 42689 1000
S1 XL_group1a 3520000 3520999 41140 1000
S1 XL_group1a 3521000 3521999 42445 1000
S1 XL_group1a 3522000 3522999 39202 1000
S1 XL_group1a 3523000 3523999 45082 1000
S1 XL_group1a 3524000 3524999 43967 999
S1 XL_group1a 3525000 3525999 11199 1000
S1 XL_group1a 3526000 3526999 0 1000
S1 XL_group1a 3527000 3527999 24476 1000
S1 XL_group1a 3528000 3528999 38654 999
S1 XL_group1a 3529000 3529999 39446 1000
S1 XL_group1a 3530000 3530999 40518 1000
S1 XL_group1a 3531000 3531999 41730 1000
S1 XL_group1a 3532000 3532999 42023 1000
S1 XL_group1a 3533000 3533999 42688 1000
S1 XL_group1a 3534000 3534999 41550 1000
S1 XL_group1a 3535000 3535999 41297 1000
S1 XL_group1a 3536000 3536999 43612 1000
S1 XL_group1a 3537000 3537999 45496 1000
S1 XL_group1a 3538000 3538999 39515 999
S1 XL_group1a 3539000 3539999 36412 999
S1 XL_group1a 3540000 3540999 39392 1000
S1 XL_group1a 3541000 3541999 18663 998
S1 XL_group1a 3542000 3542999 34156 1000
S1 XL_group1a 3543000 3543999 41655 1000
S1 XL_group1a 3544000 3544999 41566 1000
S1 XL_group1a 3545000 3545999 44173 1000
S1 XL_group1a 3546000 3546999 39121 999
S1 XL_group1a 3547000 3547999 39589 1000
S1 XL_group1a 3548000 3548999 37481 1000
S1 XL_group1a 3549000 3549999 40992 1000
S1 XL_group1a 3550000 3550999 37939 1000
S1 XL_group1a 3551000 3551999 39102 1000
S1 XL_group1a 3552000 3552999 41165 987
S1 XL_group1a 3553000 3553999 38618 1000
S1 XL_group1a 3554000 3554999 42403 1000
S1 XL_group1a 3555000 3555999 39741 1000
S1 XL_group1a 3556000 3556999 40243 1000
S1 XL_group1a 3557000 3557999 40444 1000
S1 XL_group1a 3558000 3558999 39109 998
S1 XL_group1a 3559000 3559999 40351 1000
S1 XL_group1a 3560000 3560999 42574 1000
S1 XL_group1a 3561000 3561999 43875 1000
S1 XL_group1a 3562000 3562999 41507 997
S1 XL_group1a 3563000 3563999 45719 1000
S1 XL_group1a 3564000 3564999 37944 999
S1 XL_group1a 3565000 3565999 39477 1000
S1 XL_group1a 3566000 3566999 45876 1000
S1 XL_group1a 3567000 3567999 38507 1000
S1 XL_group1a 3568000 3568999 43048 1000
S1 XL_group1a 3569000 3569999 41553 1000
S1 XL_group1a 3570000 3570999 36001 995
S1 XL_group1a 3571000 3571999 44219 1000
S1 XL_group1a 3572000 3572999 39931 1000
S1 XL_group1a 3573000 3573999 42828 1000
S1 XL_group1a 3574000 3574999 41180 1000
S1 XL_group1a 3575000 3575999 42393 1000
S1 XL_group1a 3576000 3576999 37160 1000
S1 XL_group1a 3577000 3577999 43947 1000
S1 XL_group1a 3578000 3578999 44661 1000
S1 XL_group1a 3579000 3579999 38470 1000
S1 XL_group1a 3580000 3580999 47304 1000
S1 XL_group1a 3581000 3581999 41157 1000
S1 XL_group1a 3582000 3582999 36417 998
S1 XL_group1a 3583000 3583999 38366 1000
S1 XL_group1a 3584000 3584999 44173 1000
S1 XL_group1a 3585000 3585999 41128 1000
S1 XL_group1a 3586000 3586999 39896 1000
S1 XL_group1a 3587000 3587999 36955 1000
S1 XL_group1a 3588000 3588999 40126 1000
S1 XL_group1a 3589000 3589999 41378 1000
S1 XL_group1a 3590000 3590999 41149 1000
S1 XL_group1a 3591000 3591999 42899 1000
S1 XL_group1a 3592000 3592999 41372 1000
S1 XL_group1a 3593000 3593999 41124 995
S1 XL_group1a 3594000 3594999 39792 1000
S1 XL_group1a 3595000 3595999 38549 1000
S1 XL_group1a 3596000 3596999 44621 1000
S1 XL_group1a 3597000 3597999 39847 1000
S1 XL_group1a 3598000 3598999 40692 1000
S1 XL_group1a 3599000 3599999 37285 1000
S1 XL_group1a 3600000 3600999 38252 1000
S1 XL_group1a 3601000 3601999 13527 991
S1 XL_group1a 3602000 3602999 0 1000
S1 XL_group1a 3603000 3603999 27357 999
S1 XL_group1a 3604000 3604999 38061 1000
S1 XL_group1a 3605000 3605999 35975 898
S1 XL_group1a 3606000 3606999 0 999
S1 XL_group1a 3607000 3607999 5734 1000
S1 XL_group1a 3608000 3608999 41815 997
S1 XL_group1a 3609000 3609999 41542 995
S1 XL_group1a 3610000 3610999 33478 973
S1 XL_group1a 3611000 3611999 38081 999
S1 XL_group1a 3612000 3612999 17301 994
S1 XL_group1a 3613000 3613999 35765 1000
S1 XL_group1a 3614000 3614999 41723 1000
S1 XL_group1a 3615000 3615999 39710 1000
S1 XL_group1a 3616000 3616999 38219 1000
S1 XL_group1a 3617000 3617999 39875 1000
S1 XL_group1a 3618000 3618999 40780 1000
S1 XL_group1a 3619000 3619999 40333 1000
S1 XL_group1a 3620000 3620999 40917 1000
S1 XL_group1a 3621000 3621999 42328 1000
S1 XL_group1a 3622000 3622999 40184 1000
S1 XL_group1a 3623000 3623999 41650 1000
S1 XL_group1a 3624000 3624999 42391 999
S1 XL_group1a 3625000 3625999 39480 1000
S1 XL_group1a 3626000 3626999 40966 1000
S1 XL_group1a 3627000 3627999 35876 999
S1 XL_group1a 3628000 3628999 25102 999
S1 XL_group1a 3629000 3629999 37608 1000
S1 XL_group1a 3630000 3630999 39979 998
S1 XL_group1a 3631000 3631999 41985 1000
S1 XL_group1a 3632000 3632999 43048 1000
