Indiv CHROM pos1 pos2 sum_depth n_sites
S1 2 21871000 21871999 22993 537
S1 2 21872000 21872999 37938 1000
S1 2 21873000 21873999 38663 1000
S1 2 21874000 21874999 47867 1000
S1 2 21875000 21875999 39402 998
S1 2 21876000 21876999 44004 1000
S1 2 21877000 21877999 38669 1000
S1 2 21878000 21878999 15252 982
S1 2 21879000 21879999 0 1000
S1 2 21880000 21880999 1983 999
S1 2 21881000 21881999 36605 1000
S1 2 21882000 21882999 46010 999
S1 2 21883000 21883999 36589 999
S1 2 21884000 21884999 41151 998
S1 2 21885000 21885999 37672 999
S1 2 21886000 21886999 42094 999
S1 2 21887000 21887999 37905 1000
S1 2 21888000 21888999 42457 998
S1 2 21889000 21889999 48418 1000
S1 2 21890000 21890999 39275 1000
S1 2 21891000 21891999 47215 1000
S1 2 21892000 21892999 41043 985
S1 2 21893000 21893999 45710 1000
S1 2 21894000 21894999 48252 1000
S1 2 21895000 21895999 45121 1000
S1 2 21896000 21896999 39673 998
S1 2 21897000 21897999 38565 1000
S1 2 21898000 21898999 41093 1000
S1 2 21899000 21899999 37955 999
S1 2 21900000 21900999 42487 1000
S1 2 21901000 21901999 45685 1000
S1 2 21902000 21902999 42450 1000
S1 2 21903000 21903999 40704 997
S1 2 21904000 21904999 48688 1000
S1 2 21905000 21905999 42468 999
S1 2 21906000 21906999 41618 999
S1 2 21907000 21907999 31980 1000
S1 2 21908000 21908999 39888 1000
S1 2 21909000 21909999 51344 1000
S1 2 21910000 21910999 47824 1000
S1 2 21911000 21911999 44542 1000
S1 2 21912000 21912999 46094 999
S1 2 21913000 21913999 49938 1000
S1 2 21914000 21914999 41405 1000
S1 2 21915000 21915999 41603 998
S1 2 21916000 21916999 42379 998
S1 2 21917000 21917999 36106 999
S1 2 21918000 21918999 38592 1000
S1 2 21919000 21919999 44695 999
S1 2 21920000 21920999 43955 1000
S1 2 21921000 21921999 43244 1000
S1 2 21922000 21922999 45076 1000
S1 2 21923000 21923999 37360 1000
S1 2 21924000 21924999 37522 1000
S1 2 21925000 21925999 41611 1000
S1 2 21926000 21926999 37533 999
S1 2 21927000 21927999 44826 995
S1 2 21928000 21928999 39441 996
S1 2 21929000 21929999 38496 995
S1 2 21930000 21930999 40642 995
S1 2 21931000 21931999 41683 1000
S1 2 21932000 21932999 42365 1000
S1 2 21933000 21933999 44101 1000
S1 2 21934000 21934999 40276 999
S1 2 21935000 21935999 40077 998
S1 2 21936000 21936999 36343 996
S1 2 21937000 21937999 35833 1000
S1 2 21938000 21938999 40161 999
S1 2 21939000 21939999 44337 1000
