Indiv CHROM pos1 pos2 sum_depth n_sites
S1 2 488000 488999 7205 153
S1 2 489000 489999 44544 1000
S1 2 490000 490999 36669 886
S1 2 491000 491999 41883 1000
S1 2 492000 492999 38698 1000
S1 2 493000 493999 36965 1000
S1 2 494000 494999 43061 999
S1 2 495000 495999 40636 1000
S1 2 496000 496999 41097 1000
S1 2 497000 497999 40262 1000
S1 2 498000 498999 39047 998
S1 2 499000 499999 42576 1000
S1 2 5e+05 500999 38893 1000
S1 2 501000 501999 41213 1000
S1 2 502000 502999 46221 1000
S1 2 503000 503999 41432 1000
S1 2 504000 504999 41694 1000
S1 2 505000 505999 36984 1000
S1 2 506000 506999 36839 1000
S1 2 507000 507999 43518 1000
S1 2 508000 508999 41877 1000
S1 2 509000 509999 39092 1000
S1 2 510000 510999 40617 1000
S1 2 511000 511999 44727 1000
S1 2 512000 512999 43737 1000
S1 2 513000 513999 39606 1000
S1 2 514000 514999 41302 998
S1 2 515000 515999 38598 1000
S1 2 516000 516999 36681 1000
S1 2 517000 517999 39528 1000
S1 2 518000 518999 38350 1000
S1 2 519000 519999 45444 1000
S1 2 520000 520999 44599 1000
S1 2 521000 521999 39150 1000
S1 2 522000 522999 40924 1000
S1 2 523000 523999 40266 1000
S1 2 524000 524999 44602 1000
S1 2 525000 525999 41000 998
S1 2 526000 526999 41250 1000
S1 2 527000 527999 39085 998
S1 2 528000 528999 39543 1000
S1 2 529000 529999 44613 1000
S1 2 530000 530999 40956 996
S1 2 531000 531999 42227 1000
S1 2 532000 532999 45204 1000
S1 2 533000 533999 47321 1000
S1 2 534000 534999 46070 1000
S1 2 535000 535999 41837 1000
S1 2 536000 536999 41268 1000
S1 2 537000 537999 38982 1000
S1 2 538000 538999 39836 1000
S1 2 539000 539999 38699 994
S1 2 540000 540999 41864 1000
S1 2 541000 541999 44823 1000
S1 2 542000 542999 41633 999
S1 2 543000 543999 42454 1000
S1 2 544000 544999 39874 1000
S1 2 545000 545999 43673 1000
S1 2 546000 546999 42269 1000
S1 2 547000 547999 40716 999
S1 2 548000 548999 45475 990
S1 2 549000 549999 40539 1000
S1 2 550000 550999 44144 999
S1 2 551000 551999 45131 1000
S1 2 552000 552999 40204 997
S1 2 553000 553999 42973 1000
S1 2 554000 554999 39501 1000
S1 2 555000 555999 38531 999
S1 2 556000 556999 39925 1000
S1 2 557000 557999 44387 1000
S1 2 558000 558999 43839 1000
S1 2 559000 559999 39808 999
S1 2 560000 560999 43447 1000
S1 2 561000 561999 38109 1000
S1 2 562000 562999 39794 1000
S1 2 563000 563999 37221 988
S1 2 564000 564999 34779 998
S1 2 565000 565999 40414 1000
S1 2 566000 566999 42048 1000
S1 2 567000 567999 45278 1000
S1 2 568000 568999 48866 1000
S1 2 569000 569999 49146 998
S1 2 570000 570999 41826 1000
S1 2 571000 571999 42910 999
S1 2 572000 572999 48293 1000
S1 2 573000 573999 42795 1000
S1 2 574000 574999 39036 1000
S1 2 575000 575999 38690 1000
S1 2 576000 576999 44199 999
S1 2 577000 577999 37351 1000
